NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations
NCT00448916,Open-Label Extension Study Of Safety And Tolerability Of Pregabalin In Pediatric Patients With Partial-Onset Seizures,https://clinicaltrials.gov/study/NCT00448916,YES,"Epilepsies, Partial",DRUG: Pregabalin,ALL,CHILD,PHASE3,"University of South Alabama, Mobile, Alabama, 36604, United States|University of South Alabama Department of Neurology, Mobile, Alabama, 36693, United States|Phoenix Children's Hospital, Phoenix, Arizona, 85016, United States|The Children's Clinica of Jonesboro, P.A, Jonesboro, Arkansas, 72401, United States|Clinical Study Centers, L. L. C., Little Rock, Arkansas, 72205, United States|UCSF Neurology Clinic, San Francisco, California, 94143, United States|Child Neurology Center of Northwest Florida, Gulf Breeze, Florida, 32561, United States|The Office of Sergio J Jacinto, MD, Tampa, Florida, 33603, United States|Pediatric Epilepsy & Neurology Specialists, Tampa, Florida, 33609, United States|St. John's Clinic, Springfield, Missouri, 65804, United States|St. John's Hospital, Springfield, Missouri, 65804, United States|Women and Children's Hospital of Buffalo, Buffalo, New York, 14222, United States|Duke University Medical Center, Durham, North Carolina, 27710, United States|Baylor College of Medicine - Texas Children's Hospital, Houston, Texas, 77030, United States|Texas Children's Hospital, Houston, Texas, 77030, United States|Road Runner Research, Ltd., San Antonio, Texas, 78258, United States|Yonsei University College of Medicine Severance Hospital / Department of Pediatric Neurology, Seoul, 120-752, Korea, Republic of|Antiguo Hospital Civil de Guadalajara Fray Antonio Alcalde, Guadalajara, Jalisco, 44280, Mexico"
NCT00351611,Vision Testing in Patients With Partial Seizures Receiving Either Lyrica or Placebo,https://clinicaltrials.gov/study/NCT00351611,YES,"Epilepsies, Partial",DRUG: Lyrica (pregabalin)|DRUG: placebo,ALL,"ADULT, OLDER_ADULT",PHASE4,"Neurology Center, P.C., Mobile, Alabama, 36607, United States|Premier Medical Group, Mobile, Alabama, 36608, United States|Neurology Clinic, PC, Northport, Alabama, 35476, United States|North River Ophthalmology, Tuscaloosa, Alabama, 35406, United States|Western Neurosurgery, Tucson, Arizona, 85710, United States|Office of Robert Snyder, MD, Tucson, Arizona, 85712, United States|REM Medical Clinical Research, Tucson, Arizona, 85712, United States|NEA Baptist Clinic - Clinical Research Center, Jonesboro, Arkansas, 72401, United States|NEA Baptist Clinic, Jonesboro, Arkansas, 72401, United States|NEA Baptst Clinic, Jonesboro, Arkansas, 72401, United States|Chenal MRI, Little Rock, Arkansas, 72205, United States|Clinical Trials, Inc., Little Rock, Arkansas, 72205, United States|Eye Care Arkansas, Little Rock, Arkansas, 72205, United States|Radiology Consultants, Little Rock, Arkansas, 72205, United States|University of Arkansas for Medical Sciences, Little Rock, Arkansas, 72205, United States|Barbara Swartz, MD, Inc, Costa Mesa, California, 92627, United States|Mireille P. Hamparian, Glendale, California, 91206, United States|Lakeside Vision Center, Irvine, California, 92604, United States|Eye Treatment Center, Inc., Long Beach, California, 90813, United States|Hoag Memorial Hospital Presbyterian, Newport Beach, California, 92658, United States|Clinical Innovations, Inc., Paramount, California, 90723, United States|Yale University School of Medicine, New Haven, Connecticut, 06520-8018, United States|Bradenton Research Center, Inc, Bradenton, Florida, 34205, United States|The Eye Associates, Bradenton, Florida, 34209, United States|SJS Clinical Research, Inc., Destin, Florida, 32541, United States|White Wilson Medical Center, Fort Walton Beach, Florida, 32547, United States|Pharmax Research Clinic, Inc., Miami, Florida, 33126, United States|Dr. Raul F. Masvidal, MD, PA, Miami, Florida, 33134, United States|David M Klein, MD, PA, Port Charlotte, Florida, 33948, United States|Medsol Clinical Research Center, Inc, Port Charlotte, Florida, 33952, United States|Intercoastal Medical Research Center, Sarasota, Florida, 34232, United States|Dr. Nicholas Monsul, Sarasota, Florida, 34239, United States|Sarasota Retinal Institute, Sarasota, Florida, 34239, United States|Coastal Research Associates, LLC, Atlanta, Georgia, 30339, United States|Comprehensive Neurology Specialists, PC, Suwanee, Georgia, 30024, United States|Professional Research Network of Kansas, Wichita, Kansas, 67203, United States|Vitreo-Retinal Consultants and Surgeons, Wichita, Kansas, 67214, United States|Neuromedical Clinic of Central Louisiana, Alexandria, Louisiana, 71301, United States|Louisiana Eye and Laser Center, Alexandria, Louisiana, 71303, United States|University of Maryland Eye Associates, P.A., Baltimore, Maryland, 21201, United States|University of Maryland School of Medicine, Baltimore, Maryland, 21201, United States|University of Maryland, Baltimore, Maryland, 21201, United States|Glaucoma Plus Eye Care, LLC, Columbia, Maryland, 21044, United States|Center for Brain and Neuro Care, LLC, Fulton, Maryland, 20759, United States|Bergman Eye Associates, Hagerstown, Maryland, 21740, United States|Neurology Consultant, P.A., Hagerstown, Maryland, 21740, United States|The Center for Clinical Research, Hagerstown, Maryland, 21740, United States|Harper Hospital, Detroit, Michigan, 48201, United States|Wayne State University, Detroit, Michigan, 48201, United States|Fraser Eye Care Center, Fraser, Michigan, 48026, United States|Minneapolis Clinic of Neurology, Ltd, Golden Valley, Minnesota, 55422, United States|University of Missouri, Columbia, Missouri, 65212, United States|CCN-MS & Neurology Associates, Columbia, Missouri, 65401, United States|Nevada Eye Care, Las Vegas, Nevada, 89119, United States|Neurology Center of Las Vegas, Las Vegas, Nevada, 89128, United States|Institute of Neurological Care, Englewood Cliffs, New Jersey, 07632, United States|Office of Patricia Burke, MD, Paramus, New Jersey, 07652, United States|Dent Neurologic Institute, Amherst, New York, 14226, United States|Dent Neurosciences Research Center, Amherst, New York, 14226, United States|Western New York Ophthalmology Group, Amherst, New York, 14226, United States|Buffalo General Hospital, Buffalo, New York, 14203, United States|The Jacobs Neurological Institute Comprehensive Epilepsy Center, Buffalo, New York, 14209, United States|Guilford Neurologic Associates, Inc, Greensboro, North Carolina, 27405, United States|Digby Eye Associates, Greensboro, North Carolina, 27408, United States|Clinical Research of Winston-Salem, Winston-Salem, North Carolina, 27103, United States|Salem Neurological Center, PA, Winston-Salem, North Carolina, 27103, United States|Office of Dr. James D. Branch, MD, Winston-Salem, North Carolina, 27107, United States|MetroHealth Medical Center, Cleveland, Ohio, 44109, United States|The Cleveland Clinic, Cleveland, Ohio, 44195, United States|The Ohio State University Medical Center, Columbus, Ohio, 43210, United States|Jeffrey Shaver, MD, Edmond, Oklahoma, 73013, United States|Sooner Clinical Research, Oklahoma City, Oklahoma, 73112, United States|Clinical Trials of America, Inc., Eugene, Oregon, 97401, United States|Oregon Eye Consultants, LLC, Eugene, Oregon, 97401, United States|Pacific Women's Center, LLC, Eugene, Oregon, 97401, United States|Oregon Neurology Associates, Springfield, Oregon, 97477, United States|Daniel J. Nadler, MD, PC, Beaver, Pennsylvania, 15009, United States|Heritage Valley Health System, Beaver, Pennsylvania, 15009, United States|Valley Neurological Associates, Monaca, Pennsylvania, 15061, United States|Center For Advanced Eye Care, Greenville, South Carolina, 29615, United States|Premier Neurology, PC, Greer, South Carolina, 29650, United States|Coastal Carolina Research Center, Mount Pleasant, South Carolina, 29464, United States|Glaucoma Consultants and Center for Eye Research, PA, Mount Pleasant, South Carolina, 29464, United States|Tidewater Neurology, Mount Pleasant, South Carolina, 29464, United States|Neurology Centers of the Carolinas, Spartanburg, South Carolina, 29302, United States|Piedmont Eye Associates, Spartanburg, South Carolina, 29303, United States|Envision Eye Care, Bristol, Tennessee, 37620, United States|Tri-state Mountain Neurology Associates, PC, Johnson City, Tennessee, 37604, United States|Semmes Murphey Clinic, Memphis, Tennessee, 38104, United States|Semmes Murphey Clinic, Memphis, Tennessee, 38120, United States|University of Tennessee Health Science Center, Memphis, Tennessee, 38163, United States|FutureSearch Trials of Neurology, Austin, Texas, 78731, United States|Texan Eye, Austin, Texas, 78731, United States|Texas Neurology, PA, Dallas, Texas, 75214, United States|Glaucoma Associates of Texas, Dallas, Texas, 75231, United States|Egret Bay Neurology, PA, Houston, Texas, 77058, United States|DeHaven Eye Clinic, Longview, Texas, 75601, United States|Diagnostic Clinic of Longview Center for Clinical Research, Longview, Texas, 75605, United States|Diagnostic Clinic of Longview, PA, Longview, Texas, 75605, United States|Coastal Eye Associates, Webster, Texas, 77598, United States|Neurological Associates Sarah Cannon Cancer Institute;, Richmond, Virginia, 23229, United States|Medical College of Wisconsin Department of Neurology Froedtert Memorial Hospital, Milwaukee, Wisconsin, 53226-3522, United States|Medical College of Wisconsin Eye Institute, Milwaukee, Wisconsin, 53226, United States|DKC 2, Sofia, 1000, Bulgaria|Chetvarta nevrologichna klinika, Sofia, 1113, Bulgaria|Otdelenie po Nevrologia, Vtora MBAL, Sofia, 1202, Bulgaria|Otdelenie po nevrologia, MBAL ""Tokuda Bolnitsa"", Sofia, 1407, Bulgaria|Universitetska mnogoprofilna bolnitsa za aktivno lechenieAleksandrovska, Klinika po Nevrologia, Sofia, 1431, Bulgaria|Otdelenie po nervni bolesti, MBAL Doverie, Sofia, 1632, Bulgaria|Fakultni Thomayerova nemocnice, Praha 4, 140 59, Czechia|NEUROPS s.r.o., Rychnov nad Kneznou, 516 01, Czechia|Ocni ambulance, Rychnov nad Kneznou, 516 01, Czechia|Synexus Kft., Budapest, 1036, Hungary|Budapest Retina Associates Kft., Budapest, 1133, Hungary|Orszagos Idegtudomanyi Intezet, Stroke es Epilepszia Osztaly, Budapest, 1145, Hungary|Orszagos Idegtudomanyi Intezet, Budapest, 1145, Hungary|Csongrad Megyei Egeszsegugyi Ellato Kozpont Hodmezovasarhely-Mako,, Hodmezovasarhely, 6800, Hungary|Netra Diagnostics (P) Ltd, Abids, Hyderabad, Andhra Pradesh, 500 001, India|Krishna Institute of Medical Sciences Ltd., Secunderabad, Andhra Pradesh, 500 003, India|King George Hospital, Visakhapatnam, Andhra Pradesh, 530002, India|M.S. Ramaiah Medical College and Hospitals,, Bangalore,, Karnataka, 560054, India|St. John's Medical College Hospital, Bangalore, Karnataka, 560034, India|Mallikatta Neuro Center, Mangalore, Karnataka, 575002, India|Kasturba Medical College and Hospital,, Manipal, Karnataka, 576 104, India|Eye Site,, Indore, Madhya Pradesh, 452 001, India|M.G.M. Medical College & M. Y. Hospitals,, Indore, Madhya Pradesh, 452 001, India|T.N.M.C and B.Y.L Nair Charitable Hospital,, Mumbai, Maharashtra, 400 008, India|Kelkar Nursing Home, Pune, Maharashtra, 411004, India|Sahyadri Clinical Research Development Centre, A unit of Sahyadri Hospitals Ltd,, Pune, Maharashtra, 411004, India|Sahyadri Speciality Hospital, Pune, Maharashtra, 411004, India|Vijaya Health Centre, Chennai, Tamil NADU, 600 026, India|Yashoda Hospital, Hyderabad, Telangana, 500 082, India|Dr. Ram Manohar Lohia Hospital, New Delhi, 110 001, India|All India Institute of Medical Sciences (AIIMS), New Delhi, 110029, India|Keimyung University Dongsan Hospital, Daegu, 41931, Korea, Republic of|Seoul National University Hospital, Seoul, 03080, Korea, Republic of|Yonsei University Health System Severance Hospital, Seoul, 03722, Korea, Republic of|Asan Medical Center, Seoul, 05505, Korea, Republic of|Samsung Medical Center, Seoul, 06351, Korea, Republic of|Instituto Biomedico de Investigacion AC, Aguascalientes, Aquascalientes, 20127, Mexico|Dr. Ruben Munoz Flores de la Torre Ophthalmic Office, Aquascalientes, 20000, Mexico|Hospital Central Dr. Ignacio Morones Prieto, San Luis Potosi, 78240, Mexico|Niepubliczny Zaklad Opieki Zdrowotnej ""OKOmed"" s.c., Goczalkowice Zdroj, 43-230, Poland|NZOZ Tommed, Katowice, 40-662, Poland|Centrum Medyczne Dendryt, Katowice, 40-683, Poland|Prywatny Gabinet Psychiatryczny dr Ewa Dereszak-Kozanecka, Krakow, 30-040, Poland|Prywatny Gabinet Okulistyczny dr. n.med. Teresa Gedliczka, Krakow, 30-319, Poland|NZOZ Centrum Leczenia Padaczki i Migreny, Krakow, 31-209, Poland|Khon Kaen University, Faculty of Medicine, Neurology Unit, Department of Medicine, Muang, Khon Kaen, 40002, Thailand|Phramongkutklao hospital,, Bangkok, 10400, Thailand"
NCT00567268,Drug Use Investigation Of Gabapentin,https://clinicaltrials.gov/study/NCT00567268,YES,"Epilepsies, Partial",DRUG: Gabapentin,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT00603473,A Phase III Open-Label Study Of Gabapentin As Adjunctive Therapy In Japanese Pediatric Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00603473,YES,"Epilepsies, Partial",DRUG: gabapentin,ALL,CHILD,PHASE3,"Pfizer Investigational Site, Obu-shi,Morioka-machi, Aichi, Japan|Pfizer Investigational Site, Jonan-ku, Fukuoka, Japan|Pfizer Investigational Site, Sapporo, Hokkaido, Japan|Pfizer Investigational Site, Kobe, Hyogo, Japan|Pfizer Investigational Site, Suma-Ku, Kobe, Hyogo, Japan|Pfizer Investigational Site, Kanazawa, Ishikawa, Japan|Pfizer Investigational Site, Zentsuuji, Kagawa, Japan|Pfizer Investigational Site, Yokohama, Kanagawa Pref., Japan|Pfizer Investigational Site, Sendai-shi, Miyagi-ken, Japan|Pfizer Investigational Site, Showa-Ku, Nagoya, Japan|Pfizer Investigational Site, Niigata-shi, Niigata, Japan|Pfizer Investigational Site, Kurashiki-City, Okayama Pref., Japan|Pfizer Investigational Site, Okayama-shi, Okayama, Japan|Pfizer Investigational Site, Izumi-shi, Osaka, Japan|Pfizer Investigational Site, Miyakojima-ku, Osaka, Japan|Pfizer Investigational Site, Suita, Osaka, Japan|Pfizer Investigational Site, Higashimatsuyama, Saitama, Japan|Pfizer Investigational Site, Shizuoka-shi, Shizuoka, Japan|Pfizer Investigational Site, Kiyose-shi, Tokyo, Japan|Pfizer Investigational Site, Kodaira, Tokyo, Japan|Pfizer Investigational Site, Setagaya-ku, Tokyo, Japan|Pfizer Investigational Site, Shinjuku-ku, Tokyo, Japan|Pfizer Investigational Site, Hiroshima, Japan|Pfizer Investigational Site, Saitama, Japan|Pfizer Investigational Site, Yamagata, Japan|Pfizer Investigational Site, Yamanashi, Japan"
NCT00552305,To Determine Tolerability and Efficacy of Long-term Oral Lacosamide in Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00552305,YES,Partial Epilepsies,DRUG: lacosamide,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,"Birmingham, Alabama, United States|Huntsville, Alabama, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Little Rock, Arkansas, United States|Los Angeles, California, United States|Englewood, Colorado, United States|Gainesville, Florida, United States|Hollywood, Florida, United States|Miami, Florida, United States|Ponte Vedra Beach, Florida, United States|Chicago, Illinois, United States|Springfield, Illinois, United States|Indianapolis, Indiana, United States|Iowa City, Iowa, United States|Wichita, Kansas, United States|Crestview Hills, Kentucky, United States|Lexington, Kentucky, United States|Baltimore, Maryland, United States|Frederick, Maryland, United States|Boston, Massachusetts, United States|Ann Arbor, Michigan, United States|Detroit, Michigan, United States|Saint Paul, Minnesota, United States|Chesterfield, Missouri, United States|Saint Louis, Missouri, United States|Somerset, New Jersey, United States|New York, New York, United States|Durham, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Columbus, Ohio, United States|Hershey, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Nashville, Tennessee, United States|Dallas, Texas, United States|Irving, Texas, United States|Lubbock, Texas, United States|Wichita Falls, Texas, United States|Bennington, Vermont, United States|Charlottesville, Virginia, United States|Marshfield, Wisconsin, United States|Milwaukee, Wisconsin, United States|Bonn, Germany|Erlangen, Germany|Kehl Kork, Germany|Schwalmstedt-Treysa, Germany|Budapest, Hungary|Zalaegerszeg, Hungary|Kaunas, Lithuania|Vilnius, Lithuania|Poznan, Poland|Goteborg, Sweden|Stockholm, Sweden|Bern/Biel, Switzerland|Zurich, Switzerland|Bucks/London, United Kingdom|Glasgow, United Kingdom|Liverpool, United Kingdom"
NCT04515316,A Room Temperature Atomic Magnetrode System for Telemetry of Epileptic Seizures,https://clinicaltrials.gov/study/NCT04515316,NO,Epilepsy,DEVICE: OPM sensors|DEVICE: SQUID sensors,ALL,"ADULT, OLDER_ADULT",NA,"University of Colorado School of Medicine - Anschutz Medical Campus, Aurora, Colorado, 80045, United States"
NCT05257915,A China RWS to Evaluate the Effectiveness and Safety of Perampanel as an add-on Treatment for Epileptic Seizure,https://clinicaltrials.gov/study/NCT05257915,NO,Epilepsy,DRUG: Perampanel,ALL,"CHILD, ADULT, OLDER_ADULT",,"Beijing Children's Hospital, Capital Medical University, Beijing, Beijing, 100045, China|Beijing TianTan Hospital, Capital Medical University, Beijing, Beijing, China|Beijing University First Hospital, Beijing, Beijing, China|Peking Union Medical College Hospital, Beijing, Beijing, China|Peking University People's Hospital, Beijing, Beijing, China"
NCT04102254,Thalamic Stimulation for Epilepsy Study,https://clinicaltrials.gov/study/NCT04102254,NO,Seizures|Epilepsy|Seizure Disorder,PROCEDURE: ANT recording and stimulation,ALL,"ADULT, OLDER_ADULT",NA,"Duke University Health System, Durham, North Carolina, 27710, United States"
NCT00151879,Safety and Tolerability of Intravenous SPM 927 as Replacement for Oral SPM 927 in Subjects With Partial Seizures,https://clinicaltrials.gov/study/NCT00151879,NO,"Epilepsies, Partial",DRUG: SPM 927,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,"Schwarz, RTP, North Carolina, United States"
NCT05873062,"Safety, Blood Levels and Effects of AUT00201 in Patients With MEAK",https://clinicaltrials.gov/study/NCT05873062,NO,"Myoclonus Epilepsies, Progressive",DRUG: AUT00201|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,"University of Pennsylvania, Penn Epilepsy Center, Philadelphia, Pennsylvania, 19104, United States"
NCT05274035,A Multi-center RWS of Perampanel as an add-on Treatment for Epileptic Seizures in Chinese Children,https://clinicaltrials.gov/study/NCT05274035,NO,Epilepsy,DRUG: Perampanel,ALL,CHILD,,"Beijing Children's Hospital, Capital Medical University, Beijing, Beijing, 100045, China|Wuhan Children's Hospital, Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, 430015, China|XuZhou Children's Hospital, XuZhou, Jiangsu, 221002, China|Jinan Children's Hospital, Jinan, Shandong, 250022, China|Tianjin Children's Hospital, Tianjin, Tianjin, 300134, China"
NCT06210022,Cognitive Impairment in Drug-resistant and Drug-responsive Focal Cryptogenic Epilepsy,https://clinicaltrials.gov/study/NCT06210022,NO,Epilepsy|Focal Epilepsy,DIAGNOSTIC_TEST: Neuropsychological Assessment,ALL,ADULT,,"IRCCS San Raffaele, Milan, 20132, Italy"
NCT02441478,Co-operative Behavior and Decision-making in Frontal Lobe Epilepsy,https://clinicaltrials.gov/study/NCT02441478,NO,Frontal Lobe Epilepsies,RADIATION: functional magnetic resonance imaging exam,ALL,ADULT,NA,"Hospices Civils de Lyon, Lyon, 69002, France"
NCT00210652,An Open-Label Extension Study to Evaluate the Safety and Effectiveness of RWJ 333369 in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT00210652,NO,"Epilepsy|Epilepsies, Partial",DRUG: RWJ 333369:,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,
NCT04457687,Extended Access Program With Lorcaserin For The Treatment of Dravet Syndrome and Other Refractory Epilepsies,https://clinicaltrials.gov/study/NCT04457687,NO,"Epilepsies, Myoclonic|Drug Resistant Epilepsy",DRUG: Lorcaserin,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT00210522,An Open-Label Extension Study of the Effectiveness and Safety of the Investigational Compound RWJ-333369 in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT00210522,NO,"Epilepsy|Epilepsies, Partial",DRUG: RWJ 333369,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT05518578,Safety and Tolerability Study of SPN-817 in Adult Patients With Treatment Resistant Epilepsy,https://clinicaltrials.gov/study/NCT05518578,NO,"Epilepsy|Seizures, Epileptic",DRUG: SPN-817,ALL,"ADULT, OLDER_ADULT",PHASE2,"Alfred Hospital, Melbourne, Australia"
NCT04284072,Clinical Scenarios for Long-term Monitoring of Epileptic Seizures With a Wearable Biopotential Technology,https://clinicaltrials.gov/study/NCT04284072,NO,Epilepsy,DEVICE: Sensor Dot,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"University Hospitals Leuven, department of Neurology, Leuven, 3000, Belgium|Department of Epileptology and Neurology, Aachen, Germany|Epilepsy Center, University Medical Center, Freiburg University, Freiburg, Germany|Division of Neurology, Coimbra University Hospital, Coimbra, Portugal|Department of Clinical Neuroscience, Karolinska Institute, Stockholm, Sweden|Division of Neuroscience, King's College London, London, United Kingdom|Nuffield Department of Clinical Neurosciences, Oxford University Hospital, Oxford, United Kingdom"
NCT05066880,Yoga and Aerobic Exercise in Epilepsy,https://clinicaltrials.gov/study/NCT05066880,NO,Epilepsy|Epilepsy; Seizure|Epilepsy Idiopathic,OTHER: Exercise training,ALL,"ADULT, OLDER_ADULT",NA,"Dokuz Eylul University, Izmir, Turkey"
NCT00150293,Evaluation of Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures.,https://clinicaltrials.gov/study/NCT00150293,NO,"Seizure Disorder, Partial",DRUG: Pregabalin,ALL,"ADULT, OLDER_ADULT",PHASE3,"Pfizer Investigational Site, Deakin, Australian Capital Territory, 2600, Australia|Pfizer Investigational Site, Camperdown, New South Wales, 2050, Australia|Pfizer Investigational Site, Chastwood, New South Wales, 2067, Australia|Pfizer Investigational Site, Cairns, Queensland, 4870, Australia|Pfizer Investigational Site, Maroochydore, Queensland, 4558, Australia|Pfizer Investigational Site, Footscray, Victoria, 3011, Australia|Pfizer Investigational Site, Parkville, Victoria, 3050, Australia|Pfizer Investigational Site, Perth, Western Australia, 6001, Australia|Pfizer Investigational Site, Auenbruggerplatz 22, A-8035 GRAZ, Austria|Pfizer Investigational Site, Graz, 8020, Austria|Pfizer Investigational Site, Innsbruck, A6020, Austria|Pfizer Investigational Site, Linz, 4020, Austria|Pfizer Investigational Site, Wien, 1220, Austria|Pfizer Investigational Site, Leuven, 3000, Belgium|Pfizer Investigational Site, Calgary, Alberta, T2N 2T9, Canada|Pfizer Investigational Site, Edmonton, Alberta, T5G 0B7, Canada|Pfizer Investigational Site, Penticton, British Columbia, V2A 4V8, Canada|Pfizer Investigational Site, Vancouver, British Columbia, V5Z 1M9, Canada|Pfizer Investigational Site, Halifax, Nova Scotia, B3H 3A7, Canada|Pfizer Investigational Site, Barrie, Ontario, L4M 4S5, Canada|Pfizer Investigational Site, London, Ontario, N6A 5A5, Canada|Pfizer Investigational Site, Ottawa, Ontario, K1L 8L6, Canada|Pfizer Investigational Site, Toronto, Ontario, M5T 2S8, Canada|Pfizer Investigational Site, Windsor, Ontario, N8X5A6, Canada|Pfizer Investigational Site, Montreal, Quebec, H1T 2M4, Canada|Pfizer Investigational Site, Montreal, Quebec, H2L 4M1, Canada|Pfizer Investigational Site, Montreal, Quebec, H3A 2B4, Canada|Pfizer Investigational Site, Regina, Saskatchewan, S4T 1A5, Canada|Pfizer Investigational Site, Saskatoon, Saskatchewan, S7N 0W8, Canada|Pfizer Investigational Site, Quebec, G1J 1Z4, Canada|Pfizer Investigational Site, Ulm, BW, 89081, Germany|Pfizer Investigational Site, Berlin, BE10362, Germany|Pfizer Investigational Site, Bernau, 16321, Germany|Pfizer Investigational Site, Bonn, 53127, Germany|Pfizer Investigational Site, Dresden, 01307, Germany|Pfizer Investigational Site, Erlangen, 91054, Germany|Pfizer Investigational Site, Essen, 45147, Germany|Pfizer Investigational Site, Frankfurt, HE 60528, Germany|Pfizer Investigational Site, Freiburg, 79106, Germany|Pfizer Investigational Site, Goettingen, D-37075, Germany|Pfizer Investigational Site, Hamburg, D-22337, Germany|Pfizer Investigational Site, Mainz, 55101, Germany|Pfizer Investigational Site, Muenchen, 81377, Germany|Pfizer Investigational Site, AE Breda, 4836, Netherlands|Pfizer Investigational Site, Blaricum, 1261 AN, Netherlands|Pfizer Investigational Site, Ve Heeze, 5591, Netherlands|Pfizer Investigational Site, Bialystok, 15-276, Poland|Pfizer Investigational Site, Bydgoszcz, 85-826, Poland|Pfizer Investigational Site, Choroszcz, 16-070, Poland|Pfizer Investigational Site, Gdansk, 80-211, Poland|Pfizer Investigational Site, Gdansk, 82-803, Poland|Pfizer Investigational Site, Grudziadz, 86-300, Poland|Pfizer Investigational Site, Katowice, 46-645, Poland|Pfizer Investigational Site, Krakow, 31-112, Poland|Pfizer Investigational Site, Lublin, 20-718, Poland|Pfizer Investigational Site, Mosina, 62-050, Poland|Pfizer Investigational Site, Olsztyn, 10-561, Poland|Pfizer Investigational Site, Plock, 09-402, Poland|Pfizer Investigational Site, Poznan, 60-780, Poland|Pfizer Investigational Site, Poznan, 61-285, Poland|Pfizer Investigational Site, Torun, 87-100, Poland|Pfizer Investigational Site, Warsaw, 00-909, Poland|Pfizer Investigational Site, Warsaw, 02-957, Poland|Pfizer Investigational Site, Warszawa, 00-909, Poland|Pfizer Investigational Site, Warszawa, Poland|Pfizer Investigational Site, Coimbra, 3000-075, Portugal|Pfizer Investigational Site, Porto, 4099, Portugal|Pfizer Investigational Site, Barcelona, 08036, Spain|Pfizer Investigational Site, Girona, 17007, Spain|Pfizer Investigational Site, Granada, 18013, Spain|Pfizer Investigational Site, Madrid, 28034, Spain|Pfizer Investigational Site, Madrid, 28040, Spain|Pfizer Investigational Site, Malaga, 29010, Spain|Pfizer Investigational Site, Zaragoza, 50009, Spain|Pfizer Investigational Site, Middlesborough, N. York, TS5 5AZ, United Kingdom|Pfizer Investigational Site, Washington, Tyne & Wear, NE38 9JZ, United Kingdom|Pfizer Investigational Site, Blackpool, FY3 8BP, United Kingdom|Pfizer Investigational Site, Dundee, DD1 9SY, United Kingdom|Pfizer Investigational Site, Glasgow, G11 6NT, United Kingdom|Pfizer Investigational Site, Leeds, LS9 7TF, United Kingdom|Pfizer Investigational Site, London, E1 1BB, United Kingdom|Pfizer Investigational Site, Northampton, NN1 5BD, United Kingdom|Pfizer Investigational Site, Wolverhampton, WV10 0QP, United Kingdom|Pfizer Investigational Site"
