NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations
NCT01419964,Efficacy and Safety of ACH24 in the Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT01419964,NO,Vitiligo,DRUG: Group 01|DRUG: Group 02,ALL,"ADULT, OLDER_ADULT",PHASE3,"Irmandade da Santa Casa de Misericórdia de Curitiba, Curitiba, Paraná, 80010-030, Brazil"
NCT02925767,Efficacy of 311-nm Ti:Sapphire Laser Versus 308-nm Excimer Laser Treatment in Vitiligo,https://clinicaltrials.gov/study/NCT02925767,NO,Vitiligo,DEVICE: 311-nm Ti:Sapphire laser|DEVICE: 308-nm excimer laser,ALL,"ADULT, OLDER_ADULT",NA,"St. Vincent's Hospital, Suwon, Gyeonggi-do, 16247, Korea, Republic of"
NCT01992185,Photocil (Topical) for the Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT01992185,YES,Vitiligo,DRUG: Photocil for Vitiligo|OTHER: Placebo - Sunscreen (SPF 2),ALL,"ADULT, OLDER_ADULT",NA,"Physicians Institute, Tucson, Arizona, 85719, United States"
NCT03199664,Effectiveness of Narrow-band Ultraviolet B Combined With Topical Tacrolimus 0.03% in Treatment of Patients With Vitiligo,https://clinicaltrials.gov/study/NCT03199664,NO,Vitiligo,RADIATION: NB-UVB|COMBINATION_PRODUCT: NB-UVB & Tacrolimus 0.03%,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,"South valley university, Qinā, Egypt"
NCT03158675,"Fractional Carbon Dioxide Laser,Topical Corticosteroid and Narrow Band Ultraviolet B in Treatment of Stable Vitiligo",https://clinicaltrials.gov/study/NCT03158675,NO,Vitiligo,PROCEDURE: fractional carbon dioxide(CO2) laser|DRUG: Topical corticosteroid|RADIATION: Ultraviolet B narrow band,ALL,"CHILD, ADULT, OLDER_ADULT",NA,
NCT02281058,Open-label Pilot Study of Abatacept for the Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT02281058,NO,Vitiligo,DRUG: Abatacept,ALL,"ADULT, OLDER_ADULT",PHASE1,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States"
NCT03013049,A Novel Surgical Method in the Treatment of Unstable Vitiligo,https://clinicaltrials.gov/study/NCT03013049,NO,Vitiligo,PROCEDURE: Non cultured epidermal cell suspension|PROCEDURE: Non cultured dermal cell suspension,ALL,"ADULT, OLDER_ADULT",NA,"PGIMER, Chandigarh, 160012, India"
NCT01382589,Afamelanotide and Narrow-Band Ultraviolet B (NB-UVB) Light in the Treatment of Nonsegmental Vitiligo,https://clinicaltrials.gov/study/NCT01382589,NO,Vitiligo,DRUG: Afamelanotide|DEVICE: NB-UVB,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT01430195,Afamelanotide and Narrow-Band Ultraviolet B (NB-UVB) Light in the Treatment of Nonsegmental Vitiligo (NSV),https://clinicaltrials.gov/study/NCT01430195,NO,Vitiligo,DRUG: Afamelanotide|PROCEDURE: Narrow-Band UVB Light Treatment,ALL,"ADULT, OLDER_ADULT",PHASE1,"Henry Ford Medical Center, Detroit, Michigan, 48202, United States|The Mount Sinai School of Medicine, New York, New York, 10029, United States"
NCT01333410,Comparison of Efficacy and Safety of 0.1% Tacrolimus and 0.1% Mometasone Furoate for Adult Vitiligo,https://clinicaltrials.gov/study/NCT01333410,NO,Vitiligo,DRUG: tacrolimus ointment|DRUG: Mometasone furoate,ALL,"ADULT, OLDER_ADULT",PHASE4,"Department of Dermatology, Faculty of Medicine Siriraj Hospital, Bangkok, Thailand"
NCT01629979,Epidermal Cell Transplantation in Vitiligo Skin,https://clinicaltrials.gov/study/NCT01629979,NO,VITILIGO,PROCEDURE: Grafting with epidermal cells|RADIATION: UVB treatment,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,"Centre hospitalier Universitaire de Nice, Nice, 06000, France"
NCT03249064,Response to Tregs in Innate Immunity Receptor LRP1 (CD91) and Tregs in Periferic Blood Mononuclear Cells in Patients With Non-segmentary Vitiligo,https://clinicaltrials.gov/study/NCT03249064,NO,VITILIGO,DIAGNOSTIC_TEST: CD 91 levels|DIAGNOSTIC_TEST: Tregs,ALL,"ADULT, OLDER_ADULT",,"Hospital de la Santa Creu i Sant Pau, Barcelona, 08025, Spain"
NCT03741738,"The Investigation on the Expression of High Mobility Group Protein Box-1 (HMGB1) in Peripheral Blood of Vitiligo Patients and Healthy Controls According to Clinical Features, Treatment and Disease Activity",https://clinicaltrials.gov/study/NCT03741738,NO,Vitiligo,,ALL,"ADULT, OLDER_ADULT",,"Department of Dermatology, Severance Hospital, Cutaneous Biology Research Institute, Yonsei University College of Medicine, Seoul, 03722, Korea, Republic of"
NCT00807690,Vitiligo Treated With TL01 Combined With Tacrolimus Ointment Versus Placebo,https://clinicaltrials.gov/study/NCT00807690,NO,Vitiligo,DRUG: Tacrolimus ointment,ALL,"ADULT, OLDER_ADULT",PHASE3,
NCT02191748,Assessing the Efficacy of Needling With or Without Corticosteroids in the Repigmentation of Vitiligo,https://clinicaltrials.gov/study/NCT02191748,NO,Vitiligo,PROCEDURE: Needling|DRUG: Triamcinolone,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,"RWJUH Dermatology office, Somerset, New Jersey, 08873, United States"
NCT03668834,"Comparing Recipient Site Preparation Using Dermabrasion, Dermaroller and Liquid Nitrogen Induced Blister in Non Cultured Epidermal Cell Suspension in Stable Vitiligo",https://clinicaltrials.gov/study/NCT03668834,NO,Vitiligo,PROCEDURE: Dermabrasion with NCES|PROCEDURE: Dermaroller with NCES|PROCEDURE: Liquid nitrogen induced blister with NCES,ALL,"ADULT, OLDER_ADULT",NA,"PGIMER, Chandigarh, 160012, India"
NCT00615355,Epidermal Cell Transplantation in Vitiligo Skin With and Without Narrow-band Ultraviolet B (UVB) Treatment,https://clinicaltrials.gov/study/NCT00615355,NO,Vitiligo,RADIATION: UVB 311 nm radiation|DEVICE: UVB 311nm,ALL,"ADULT, OLDER_ADULT",NA,"Medical University, Department of Dermatology, Graz, 8036, Austria"
NCT00134368,Study of the Efficacy and Safety of Etanercept in Adults With Vitiligo,https://clinicaltrials.gov/study/NCT00134368,NO,Vitiligo,DRUG: Etanercept,ALL,"ADULT, OLDER_ADULT",PHASE2,"UMDNJ Psoriasis Center of Excellence, New Brunswick, New Jersey, 08903, United States"
NCT00367224,Determining the Tolerance of Depigmented Skin to Targeted Phototherapy Using UVB in Patients With Vitiligo,https://clinicaltrials.gov/study/NCT00367224,NO,Vitiligo,PROCEDURE: 6 to 9 ultraviolet B treatments|PROCEDURE: Skin biopsies,ALL,"ADULT, OLDER_ADULT",NA,"Department of Dermatology/Henry Ford Hospital, Detroit, Michigan, 48202, United States"
NCT01787695,UVA 1 Phototherapy for Vitiligo,https://clinicaltrials.gov/study/NCT01787695,NO,Vitiligo,PROCEDURE: UVA1,ALL,"ADULT, OLDER_ADULT",PHASE2,"The Skin Care Center, Vancouver General Hospital, Vancouver, British Columbia, V5Z 4E8, Canada"
NCT01459055,Long-term Follow-up in Patients Affected With Acrofacial Vitiligo,https://clinicaltrials.gov/study/NCT01459055,NO,Vitiligo,,ALL,"ADULT, OLDER_ADULT",,"Irmandade da Santa Casa de Misericórdia de Curitiba, Curitiba, Parana, 80730000, Brazil"
NCT00368407,Optimal Treatment Frequency of 308-Nm Excimer Laser for Vitiligo on the Face and Neck,https://clinicaltrials.gov/study/NCT00368407,NO,Vitiligo,DEVICE: 308-nm excimer laser,ALL,"CHILD, ADULT",,"Department of dermatology, Xijing Hospital, Xi'an, SHANNXI, 710032, China"
NCT01262547,A New Micrografting Technique for Vitiligo,https://clinicaltrials.gov/study/NCT01262547,YES,Vitiligo,DEVICE: Dermabrasion-Micrografting|PROCEDURE: Dermabrasion,ALL,"ADULT, OLDER_ADULT",PHASE2,"Mgh Curtis, Boston, Massachusetts, 02114, United States"
NCT00622180,The Efficacy of Hand Narrow-Band Ultraviolet B (NBUVB) Versus Excilite Treatment in Vitiligo After Minigrafting on the Dorsal Hands,https://clinicaltrials.gov/study/NCT00622180,YES,Vitiligo,DEVICE: NBUVB|DEVICE: Monochromacitc Excimer light,ALL,"ADULT, OLDER_ADULT",NA,"UT Southwestern Medical Center at Dallas - Dermatology Clinical Trials, Dallas, Texas, 75390-8802, United States"
NCT01822379,Comparative Study of Techniques in Melanocyte-Keratinocyte Transplantation for the Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT01822379,NO,Vitiligo,PROCEDURE: Melanocyte Keratinocyte transplantation,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,"Henry Ford Hospital Department of Dermatology, Detroit, Michigan, 48202, United States"
NCT00631865,Autologous Transplantation of Melanocytes for Treatment of Vitiligo Skin,https://clinicaltrials.gov/study/NCT00631865,NO,Vitiligo,BIOLOGICAL: Melanocyte transplantation,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Royan Institute, Tehran, 1665659911, Iran, Islamic Republic of"
NCT00380471,Treatment and Complication of Bath PUVA in Vitiligo,https://clinicaltrials.gov/study/NCT00380471,NO,Vitiligo,DEVICE: Bath PUVA,ALL,"ADULT, OLDER_ADULT",PHASE2,"Skin Research Center, Shaheed Beheshti Medical University, Tehran, 19899, Iran, Islamic Republic of"
NCT03022019,ReNovaCell in Non-segmental Vitiligo,https://clinicaltrials.gov/study/NCT03022019,NO,Non-segmental Vitiligo|Vitiligo,DEVICE: ReNovaCell,ALL,"ADULT, OLDER_ADULT",NA,"Nipd / Amc, Amsterdam, 1105AZ, Netherlands"
NCT00398723,Narrowband UVB Treatment in Patients With Vitiligo,https://clinicaltrials.gov/study/NCT00398723,NO,Vitiligo,DEVICE: Narrowband UVB,ALL,"ADULT, OLDER_ADULT",NA,"Rockefeller University Hospital, New York, New York, 10021, United States"
NCT06261086,Evaluation of Pyroptosis-related Indicators in the Pathogenesis of Vitiligo:Across-sectional Comparative Study,https://clinicaltrials.gov/study/NCT06261086,NO,Vitiligo,"DIAGNOSTIC_TEST: evaluate serum levels pyroptosis-related indicators (GASDM-D, IL 1β & IL-18)",ALL,"ADULT, OLDER_ADULT",NA,
NCT01006421,Oral Ginkgo Biloba and Narrow Band UVB in the Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT01006421,NO,Vitiligo,DIETARY_SUPPLEMENT: GINGKO BILOBA,ALL,"CHILD, ADULT, OLDER_ADULT",,"King Khalid University Hospital, Riyadh, Central, Saudi Arabia"
NCT05467839,Evaluation of Efficacy of Microneedling and Topical Methotrexate Versus Microneedling and Topical 5-flourouracil in Treatment of Vitillgo Patients,https://clinicaltrials.gov/study/NCT05467839,NO,Vitiligo,DEVICE: derma pen,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Sohag University Hospital, Sohag, Egypt"
NCT00525395,Virus Early Transcription Factor (VETF) Multicenter Phototherapy Protocol,https://clinicaltrials.gov/study/NCT00525395,NO,Vitiligo,GENETIC: Sequential phototherapy|PROCEDURE: Continuous phototherapy,ALL,ADULT,PHASE3,"Istituto San Gallicano -, Rome, 00100, Italy"
NCT00172939,Molecular Mechanisms of Helium-Neon Laser on Melanocyte Regeneration in Skin Equivalent Vitiligo Model,https://clinicaltrials.gov/study/NCT00172939,NO,Vitiligo,PROCEDURE: foreskin from healthy adults,MALE,ADULT,PHASE1,"National Taiwan University Hospital, Taipei, Taiwan"
NCT05256147,Effect of Combination Non Steroidal Antiinflammatory Drugs and Narrowband UVB Treatment in Non-Photoadapters,https://clinicaltrials.gov/study/NCT05256147,NO,Vitiligo,DRUG: Ibuprofen,ALL,"ADULT, OLDER_ADULT",NA,"Henry Ford Dermatology, Detroit, Michigan, 48202, United States"
NCT00177034,Examination Of Vitiligo Skin Samples Before and After UVB Treatment,https://clinicaltrials.gov/study/NCT00177034,NO,Vitiligo,DRUG: Narrow Band UVB Treatment,ALL,"ADULT, OLDER_ADULT",NA,"University of Minnesota, Minneapolis, Minnesota, 55455, United States"
NCT01511965,Study of Applications of Autologous Epidermal Cells in Liquid Phase in the Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT01511965,NO,Vitiligo,OTHER: autologous (cellular therapy),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,"service de Dermatologie - Hôpital l'Archet, Nice, 06200, France"
NCT01087216,Interest of the Dermabrasion by Laser Erbium in the Treatment of the Vitiligo,https://clinicaltrials.gov/study/NCT01087216,NO,Vitiligo,DEVICE: Group Laser = Arm A|DRUG: Bras B : The group control,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,"CHU de Nice - 4 avenue Reine Victoria - Hôpital de Cimiez, Nice, Alpes-Maritimes, 06001, France"
NCT03933774,"PHNA, Efficacy of Tretinoin Cream on Post-phototherapy Hyperpigmentation",https://clinicaltrials.gov/study/NCT03933774,YES,Vitiligo,DRUG: Tretinoin 0.05% cream|DRUG: Placebo cream,ALL,"ADULT, OLDER_ADULT",NA,"St. Vincent's Hospital, Suwon, Gyeonggi-do, 16247, Korea, Republic of"
NCT01792245,Topical Psoralen Ultraviolet Light A Versus Narrow Band Ultraviolet Light B Treatment for Recalcitrant Dermatoses of the Hand,https://clinicaltrials.gov/study/NCT01792245,NO,Vitiligo,DEVICE: Phototherapy,ALL,"ADULT, OLDER_ADULT",PHASE2,"The Skin Care Center, Vancouver General Hospital, Vancouver, British Columbia, V5Z 4E8, Canada"
NCT05676333,Secukinumab in Active Non-segmental Vitiligo,https://clinicaltrials.gov/study/NCT05676333,NO,Vitiligo|Secukinumab,DRUG: Secukinumab,ALL,"ADULT, OLDER_ADULT",PHASE4,"Department of Dermatology, Ghent University Hospital, Gent, Oost-Vlaanderen, 9000, Belgium"
NCT05980390,IL35 Level in Vitiligo,https://clinicaltrials.gov/study/NCT05980390,NO,"IL35, Vitiligo",DIAGNOSTIC_TEST: IL 35 in tissue biopsy,ALL,ADULT,,
NCT05503368,Autologous Cellular Graft in Surgical Treatment of Vitiligo,https://clinicaltrials.gov/study/NCT05503368,NO,"Vitiligo, Generalized",PROCEDURE: surgical treatment of vitiligo using NCES,ALL,"ADULT, OLDER_ADULT",NA,"Cairo university hospitals, dermatology outpatient clinic, Cairo, Egypt"
NCT06327321,Vitiligo Treatment by Targeting TYK2 Mediated Responses,https://clinicaltrials.gov/study/NCT06327321,NO,"Vitiligo, Generalized",DRUG: Deucravacitinib|OTHER: Volunteer without treatment,ALL,"ADULT, OLDER_ADULT",PHASE3,"CHU de Nice - Hôpital de l'Archet, Nice, Alpes-Maritimes, 06200, France|APHP, Henri Mondor, Paris, Creteil, France|CHU de Bordeaux, Bordeaux, Talence, 33000, France|CHU de Lille, Lille, France|HCL, Lyon, France"
NCT06113471,A Study to Evaluate Efficacy and Safety of Povorcitinib in Participants With Nonsegmental Vitiligo (STOP-V2),https://clinicaltrials.gov/study/NCT06113471,NO,NonSegmental Vitiligo,DRUG: Povorcitinib|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,"University of Alabama At Birmingham Hospital-Whitaker Clinic, Birmingham, Alabama, 35294-0007, United States|C2 Research Center, Llc, Montgomery, Alabama, 36117, United States|Tien Q Nguyen Md Inc, Fountain Valley, California, 92708-3701, United States|Center For Dermatology Clinical Research, Inc, Fremont, California, 94538, United States|Marvel Clinical Research Llc, Huntington Beach, California, 92647, United States|Vitiligo & Pigmentation Institute of Southern California, Los Angeles, California, 90036-5609, United States|Dermatology Research Associates, Los Angeles, California, 90045, United States|Clinical Trials Research Institute, Thousand Oaks, California, 91320, United States|Skin Care Research, Llc, Boca Raton, Florida, 33486, United States|Total Vein and Skin Llc, Boynton Beach, Florida, 33437, United States|Driven Research Llc, Coral Gables, Florida, 33134, United States|Florida Academic Centers Research and Education Llc, Coral Gables, Florida, 33134, United States|Pediatric Skin Research Llc, Coral Gables, Florida, 33146, United States|Metabolic Research Institute Inc, West Palm Beach, Florida, 33401, United States|Advanced Medical Research Pc, Sandy Springs, Georgia, 30328, United States|Dundee Dermatology, West Dundee, Illinois, 60118, United States|Indiana University School of Medicine Iusm Indianapolis, Indianapolis, Indiana, 46202-3082, United States|Delricht Research, Baton Rouge, Louisiana, 70809, United States|Callender Dermatology and Cosmetic Center, Glenn Dale, Maryland, 20769, United States|Aesthetic and Dermatology Center, Rockville, Maryland, 20850, United States|Hamzavi Dermatology, Fort Gratiot, Michigan, 48059, United States|Allcutis Research, Inc Portsmouth, Portsmouth, New Hampshire, 03801, United States|Weill Cornell Medicine, New York, New York, 10065, United States|Accellacare Wilmington, Wilmington, North Carolina, 28401, United States|Remington-Davis Clinical Research, Columbus, Ohio, 43215, United States|Oregon Medical Research Center, Pc, Portland, Oregon, 97223, United States|Health Concepts Rapid City, Rapid City, South Dakota, 57702, United States|Dermatology Treatment and Research Center, Dallas, Texas, 75230, United States|Heights Dermatology and Aesthetic Center, Houston, Texas, 77008, United States|University of Texas, Md Anderson Cancer, Houston, Texas, 77030, United States|Austin Institute For Clinical Research Aicr Pflugerville, Pflugerville, Texas, 78660, United States|Texas Dermatology and Laser Specialists, San Antonio, Texas, 78218, United States|Dermatology Clinical Research Center of San Antonio, San Antonio, Texas, 78229, United States|Premier Clinical Research, Spokane, Washington, 99202, United States|Medical Center Asklepii Ood, Dupnitsa, 02600, Bulgaria|Mc Unimed, Sliven, 05308, Bulgaria|Ambulatory For Specialized Medical Care - Individual Practice For Specialized Medical Care - Skin An, Sofia, 01407, Bulgaria|Aleksandrovska University Hospital, Sofia, 01431, Bulgaria|28 Diagnostic and Consultative Center, Sofia, 01528, Bulgaria|British Columbia'S Centre For Dermatologic Science - the Skin Care Centre, Vancouver, British Columbia, V5Z 4E8, Canada|Lynderm Research Inc, Markham, Ontario, L3P 1X2, Canada|DERMEDGE, Mississauga, Ontario, L4Y 4C5, Canada|Research Toronto, Toronto, Ontario, M3H 5Y8, Canada|Research Toronto, Toronto, Ontario, M4W 2N4, Canada|Centre de Recherche Dermatologique de Quebec, Quebec City, Quebec, G1V4X7, Canada|Chru Morvan/Chu Brest Hopital Morvan, Brest, 29200, France|Centre Hospitalier - Le Mans, Le Mans, 72037, France|Hopital Edouard Herrio, Lyon Cedex 03, 69003, France|Cabinet Medical- Chemin de Paradis, Martigues, 13500, France|Centre Hospitalier Universitaire de Nice,Hopital L Archet, Nice, 06200, France|Hopital Charles Nicolle, Rouen Cedex, 76031, France|Fachklinik Bad Bentheim Dermatologie, Bad Bentheim, 481455, Germany|Charite Universitaetsmedizin Berlin - Campus Charite Mitte, Berlin, 10117, Germany|University Hospital Carl Gustav Carus, Dresden, 01307, Germany|Universitatsklinikum Hamburg, Hamburg, 20246, Germany|Dermatologische Gemeinschaftspraxis, Mahlow, 15831, Germany|Universitatsklinikum Munster, Muenster, 48149, Germany|Clinexpert Egeszsegugyi Szolgaltato Es Kereskedelmi Kft., Budapest, 01033, Hungary|Orvostudomanyi Kutato Es Fejleszto Kft, Debrecen, 04027, Hungary|Debreceni Egyetem, Debrecen, 04032, Hungary|Obudai Egeszsegugyi Centrum - Dunaujvaros, Dunaujvaros, H-2400, Hungary|Markusovszky Teaching Hospital, Szombathely, Hungary|Azienda Ospedaliera Spedali Civili Di Brescia-Universita Degli Studi Di Brescia, Brescia, 25123, Italy|Azienda Ospedaliero-Universitaria Policlinico Vittorio Emanuele Ospedale Gaspare Rodolico Di Catania, Catania, 95123, Italy|Fondazione Irccs Ca' Granda Ospedale Maggiore Policlinico, Milano, 20122, Italy|Fondazione Policlinico Universitario Agostino Gemelli Irccs, Rome, 00168, Italy|Irccs Istituto Clinico Humanitas, Rozzano, 20089, Italy|Synexus - Polska Sp Z Oo Oddzial W Gdansksynexus Affiliate - Bialystok - Clinicmed Daniluk Nowak Spo, Gdansk, 80-382, Poland|Synexus Gdynia, Gdynia, 81-537, Poland|Provita Sp.Zo.O. Centrum Medyczne Angelius, Katowice, 40-611, Poland|Pro Familia Altera Sp. Z O.O., Katowice, 40-648, Poland|Prywatny Gabinet Dermatologiczny Elzbieta Klujszo, Kielce, 25-316, Poland|Niepubliczny Zaklad Opieki Zdrowotnej Dermed Centrum Medyczne Sp. Z O.O., Lodz, 90-265, Poland|Dermoklinika Centrum Medyczne S.C., M. Kierstan, J. Narbutt, A. Lesiak, Lodz, 90-436, Poland|Etg Skierniewice, Skierniewice, 96-100, Poland|Laser Clinic, Szczecin, 70-332, Poland|Twoja Przychodnia - Szczecinskie Centrum Medyczne, Szczecin, 71-434, Poland|Alergo-Med Specjalistyczna Przychodnia Lekarska Sp. Z O.O., Tarnow, 33-100, Poland|Centrum Medyczne Evimed, Warsaw, 02-625, Poland|Royalderm Agnieszka Nawrocka, Warszawa, 02-692, Poland|Klinika Ambroziak Sp. Z O.O., Warszawa, 02-953, Poland|Futuremeds Targowek Centrum Medyczne Amed Warszawa Targowek, Wrocaw, 03-291, Poland|Synexus Polska Sp. Z O.O. Oddzial We Wroclawiu, Wroclaw, 50-088, Poland|Dermmedica Sp. Z O.O., Wroclaw, 51-318, Poland|Centrum Medyczne Oporow, Wroclaw, 52-416, Poland|Ipswich Hospital, East Suffolk and North Essex Nhs Foundation Trust, Ipswich, IP4 5PD, United Kingdom|University Hospitals of Leicester-Leicester Royal Infirmary (Lri), Leicester, LE1 5WW, United Kingdom|Barts Health Nhs Trust - Whipps Cross University Hospital, London, E11 1NR, United Kingdom|Nottingham University Hospitals - Treatment Center, Nottingham, NG7 2FT, United Kingdom|Royal Wolverhampton Nhs Trust, Walsall, WS2 9PS, United Kingdom"
