NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations,Principal_Investigators
NCT02512978,Thyroid Hormone Replacement for Hypothyroidism and Acute Myocardial Infarction(ThyroHeart-AMI),https://clinicaltrials.gov/study/NCT02512978,NO,Myocardial Infarction|Hypothyroidism,DRUG: Levothyroxine,ALL,"ADULT, OLDER_ADULT",PHASE4,"Fuwai Cardiovascular Hospital, Beijing, 100037, China","Principal Investigator : Yi-Da Tang, MD,PhD , Chinese Academy of Medical Sciences, Fuwai Hospital"
NCT04354896,The Effect of Thyroid Hormone Therapy on Muscle Mass and Function in Older Adults With Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT04354896,NO,Subclinical Hypothyroidism|Sarcopenia,DRUG: Levothyroxin|DRUG: Placebo,ALL,OLDER_ADULT,PHASE4,"Department of Gerontology and Geriatrics, Leiden University Medical Center, Leiden, Netherlands|Department of Public Health and Primary Care, Leiden University Medical Center, Leiden, Netherlands|Institute for Evidence-Based Medicine in Old Age, Leiden, Netherlands|Department of General Internal Medicine, Lausanne, Vaud, 1011, Switzerland|Clinic for General Internal Medicine, Bern University Hospital Bern, Bern, 3010, Switzerland","Principal Investigator : Nicolas Rodondi, MD MAS , BIHAM UniBern"
NCT03178253,Hypothyroidism in Patients With Type 2 Diabetes With Early Diabetic Nephropathy,https://clinicaltrials.gov/study/NCT03178253,NO,Hypothyroidism in Diabetes,,ALL,"ADULT, OLDER_ADULT",,"Maria Hamdy, Assuit, Egypt",Assiut University
NCT00488644,Combined Levothyroxine/Liothyronine Supplementation in Hypothyroid Patients With Brain Tumors,https://clinicaltrials.gov/study/NCT00488644,YES,Hypothyroidism|Brain Tumor,DRUG: Levothyroxine|DRUG: Liothyronine,ALL,"ADULT, OLDER_ADULT",,"UT MD Anderson Cancer Center, Houston, Texas, 77030, United States","Principal Investigator : Victor Levin, MD , M.D. Anderson Cancer Center"
NCT01853579,The TRUST Study - Depression Substudy,https://clinicaltrials.gov/study/NCT01853579,NO,Subclinical Hypothyroidism|Depression,DRUG: Levothyroxine|DRUG: Placebo,ALL,OLDER_ADULT,PHASE4,"Leiden University Medical Center, Leiden, 2300, Netherlands|Department of General Internal Medicine, Lausanne, Vaud, 1011, Switzerland|University Clinic for General Internal Medicine, Bern University Hospital, Bern, 3010, Switzerland","Principal Investigator : Nicolas Rodondi, MD, MAS , University Clinic of General Internal Medicine, Bern University Hospital, Bern, Switzerland Principal Investigator : Jacobijn Gussekloo, MD , Leiden University Medical Center, Leiden, The Netherlands"
NCT00001730,Study of Radioiodine (131-I) Uptake Following Administration of Thyrogen and Hypothyroid States During Thyroid Hormone Withdrawal.,https://clinicaltrials.gov/study/NCT00001730,NO,Hypothyroidism|Thyroid Neoplasms,DRUG: Thyrogen,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,"National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), Bethesda, Maryland, 20892, United States",National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT04747275,Use of Liquid Stable Levothyroxine in Trisomy 21 Pediatric Patients,https://clinicaltrials.gov/study/NCT04747275,YES,Hypothyroidism|Trisomy 21,DRUG: Liquid stable levothyroxine (L-T4) Tirosint-SOL|DRUG: Oral tablet levothyroxine (L-T4),ALL,CHILD,PHASE4,"Children's Mercy Hospital, Kansas City, Missouri, 64108, United States",Children's Mercy Hospital Kansas City
NCT03120221,Iodine Status in Pregnant Women in Israel,https://clinicaltrials.gov/study/NCT03120221,NO,Iodine-Deficiency; Hypothyroidism,DIAGNOSTIC_TEST: Urine sample for iodine measurement,FEMALE,ADULT,,"Women Health Service, Ashdod, Israel|Women Health Center, Tel Aviv, Israel","Principal Investigator : Viviana Ostrovsky, MD , Clalit Health Services"
NCT05760131,Awareness of Osteoporosis in Patients With Hypothyroidism,https://clinicaltrials.gov/study/NCT05760131,NO,Hypothyroidism|Osteoporosis|Osteoporosis Risk,OTHER: Patient Participation Form,ALL,"ADULT, OLDER_ADULT",,,"Principal Investigator : Mustafa H Temel, M.D. , Uskudar State Hospital"
NCT02499471,Brown Adipose Tissue Activity and Thyroid Hormone,https://clinicaltrials.gov/study/NCT02499471,NO,Hypothyroidism|Hyperthyroidism|Obesity,OTHER: Levothyroxine therapy (137.75 ± 23.75 μg/day),ALL,"ADULT, OLDER_ADULT",,"Maastricht UMC, Maastricht, Limburg, 6229HX, Netherlands","Principal Investigator : Wouter van Marken Lichtenbelt, Professor , Maastricht University Medical Center"
NCT01707056,The Effect of Coffee on the Absorption of Thyroid Hormone in Patients With Thyroid Carcinoma,https://clinicaltrials.gov/study/NCT01707056,NO,Thyroid Carcinoma|Hypothyroidism,OTHER: Black Coffee|OTHER: Coffee with Milk|OTHER: Black Tea|OTHER: Water,ALL,ADULT,,"Georgetown University Hospital, Washington, District of Columbia, 20007, United States|Washington Hospital Center, Washington, District of Columbia, 20010, United States|MedStar St. Mary's Hospital, Leonardtown, Maryland, 20650, United States","Principal Investigator : Dorota Krajewski, MD , Medstar"
NCT06408909,Pharmacist Role in Thyroid Disorders,https://clinicaltrials.gov/study/NCT06408909,NO,Hypothyroidism|Hyperthyroidism|Thyroid Diseases,BEHAVIORAL: Clinical Pharmacist Intervention Group,ALL,"ADULT, OLDER_ADULT",,"Marmara University, Istanbul, 34854, Turkey",Prof. Dr. Cemil Tascıoglu Education and Research Hospital Organization Marmara University
NCT05247476,Type 2 Deiodinase Gene Polymorphism and the Treatment of Hypothyroidism Caused by Thyroidectomy in Thyroid Cancer Patients.,https://clinicaltrials.gov/study/NCT05247476,NO,"Thyroid Cancer, Papillary|Hypothyroidism",DRUG: L-T4|DRUG: L-T4+T3 (thyroid tablet),ALL,"ADULT, OLDER_ADULT",PHASE4,"Yan Ling, Xiamen, Fujian, 361004, China","Study Director : Yilin Zhao , Zhongshan Hospital Xiamen University"
NCT03096613,Thyroid Hormone Replacement for Subclinical Hypothyroidism and Chronic Heart Failure (ThyroHeart-CHF),https://clinicaltrials.gov/study/NCT03096613,NO,Heart Failure|Subclinical Hypothyroidism,DRUG: Levothyroxine,ALL,"ADULT, OLDER_ADULT",PHASE4,"Chinese Academy of Medical Sciences, Fuwai Hospital, Beijing, Beijing, 100037, China","Principal Investigator : Yi-Da Tang, MD, PhD , Chinese Academy of Medical Sciences, Fuwai Hospital"
NCT02548715,Levothyroxine Treatment for Subclinical Hypothyroidism After Head and Neck Surgery,https://clinicaltrials.gov/study/NCT02548715,NO,Hypothyroidism|Neoplasms|Postoperative Complications,DRUG: Levothyroxine|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,,University of Alberta
NCT00360074,Phase 4 Study in Secondary Hypothyroidism: Body Weight Adapted Thyroxin Treatment and Triiodothyronine Supplementation,https://clinicaltrials.gov/study/NCT00360074,NO,Secondary Hypothyroidism|Hypopituitarism|Hyperlipidemias,"DRUG: Thyroxin, Triiodothyronine",ALL,"ADULT, OLDER_ADULT",PHASE4,"University Hospital Freiburg, Department of Medicine, Freiburg, Baden-Württemberg, 79104, Germany","Principal Investigator : Prof Dr Martin Reincke, MD , former Medical Professor of University Hospital Freiburg"
NCT01358136,ThyrOp: A Study of Individual Subclinical Hypothyroidism After Hemithyroidectomy for Benign Nontoxic Goiter,https://clinicaltrials.gov/study/NCT01358136,NO,Goiter|Hypothyroidism|Weight Gain,,ALL,"ADULT, OLDER_ADULT",,"Slagelse Hospital, Hospital South, Slagelse, Region Zealand, 4200, Denmark","Denmark:Department of Otorhinolaryngology Slagelse Hospital, Hospital South Region Zealand"
NCT01832753,Treatment Trial of Subclinical Hypothyroidism in Down Syndrome,https://clinicaltrials.gov/study/NCT01832753,YES,Down Syndrome|Subclinical Hypothyroidism,DRUG: Levothyroxine,ALL,"CHILD, ADULT",,"Children's National Medical Center, Washington, District of Columbia, 20010, United States|The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, 19104, United States","Principal Investigator : Andrea Kelly, MD, MSCE , Children's Hospital of Philadelphia"
NCT01223638,The Prevalence of Hearing Loss Among Children With Congenital Hypothyroidism,https://clinicaltrials.gov/study/NCT01223638,NO,Congenital Hypothyroidism|Hearing Loss,OTHER: Audiometry,ALL,"CHILD, ADULT",,"Ha'Emek Medical Center, Afula, 18101, Israel","HaEmek Medical Center, Israel"
NCT00388297,Thyroid Therapy for Mild Thyroid Deficiency in Pregnancy,https://clinicaltrials.gov/study/NCT00388297,YES,Subclinical Hypothyroidism|Hypothyroxinemia|Pregnancy,DRUG: Levothyroxine|DRUG: Placebo for Levothyroxine,FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE3,"University of Alabama - Birmingham, Birmingham, Alabama, 35249, United States|Northwestern University, Chicago, Illinois, 60611, United States|Wayne State University, Detroit, Michigan, 48201, United States|Columbia University, New York, New York, 10032, United States|University of North Carolina - Chapel Hill, Chapel Hill, North Carolina, 27599, United States|Case Western University, Cleveland, Ohio, 44109, United States|Ohio State University, Columbus, Ohio, 43210, United States|Oregon Health & Sciences University, Portland, Oregon, 97239, United States|University of Pittsburgh Magee Womens Hospital, Pittsburgh, Pennsylvania, 15213, United States|Brown University, Providence, Rhode Island, 02905, United States|University of Texas - Southwest, Dallas, Texas, 75235, United States|University of Texas Medical Branch - Galveston, Galveston, Texas, 77555, United States|University of Texas-Houston, Houston, Texas, 77030, United States|University of Utah Medical Center, Salt Lake City, Utah, 84132, United States","Study Chair : Brian Casey, MD , University of Texas Southwestern Medical Center Study Director : Menachem Miodovnik, MD , NICHD Project Scientist"
NCT06455371,Patient-centered Dosage of Levothyroxine,https://clinicaltrials.gov/study/NCT06455371,NO,Hypothyroidism|Thyroid Cancer|Thyroid,OTHER: Decision support tool,ALL,"ADULT, OLDER_ADULT",,,SINTEF Health Research Helseapps Norinnova Helse Nord
NCT03612908,TSHβX1 and D2 THR92ALA in Pregnancy,https://clinicaltrials.gov/study/NCT03612908,NO,Pregnancy Related|Hypothyroidism|Hyperthyroidism,,FEMALE,ADULT,,"Materno-Perinatal Hospital ""Mónica Pretelini"", Toluca, 50130, Mexico","Principal Investigator : Mendieta Zerón , Hospital Materno-Perinatal ""Mónica Pretelini Sáenz""."
NCT03712683,Thyroxin in Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT03712683,NO,Sub Clinical Hypothyroidism|Pregnancy Loss,DRUG: Thyroxine,FEMALE,ADULT,,,"Principal Investigator : Ariana Kh. Jawad, CABOG , Hawler Medical University"
NCT05240911,Individual Dosing of Levothyroxine After Thyroidectomy,https://clinicaltrials.gov/study/NCT05240911,NO,Thyroid Neoplasms|Hypothyroidism|Surgery,DRUG: Levothyroxine Sodium Tablets,ALL,"ADULT, OLDER_ADULT",,"Second Affiliated Hospital Zhejiang University School of Medicine, Hangzhou, Zhejiang, 310009, China",
NCT06276205,Vitamin D & Levothyroxine Combination Versus Levothyroxine on Lipid Profile in Hypothyroidism,https://clinicaltrials.gov/study/NCT06276205,NO,Hypothyroidism Primary|Lipid Disorder|Dyslipidemias,DRUG: Vitamin D|DRUG: Levothyroxin,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"King Edward Medical University, Lahore, Punjab, 54000, Pakistan",King Edward Medical University
NCT05385029,Fetal and Neonatal Thyroid in Pregnancies With Severe Acute Respiratory Syndrome Coronavirus 2 ( SARS- COV2 ) COVID-19,https://clinicaltrials.gov/study/NCT05385029,NO,Thyroid Dysfunction|Hypothyroidism|Hyperthyroidism,DRUG: Thyroxine,,"CHILD, ADULT, OLDER_ADULT",,"Security Forces Hospital, Riyadh, Central, 11481, Saudi Arabia",OMER B ABDELBASIT
NCT01985204,Iodine Supplementation in Obesity,https://clinicaltrials.gov/study/NCT01985204,NO,Iodine Deficiency|Subclinical Hypothyroidism,DIETARY_SUPPLEMENT: Iodine tablet|DIETARY_SUPPLEMENT: Placebo tablet,FEMALE,ADULT,,"Universite Caddi Ayad, Faculte de Medecine et de Pharmacie, Marrakech, Morocco|University Cadi Ayyad, Faculte des Sciences, Marrakech, Morocco","Principal Investigator : Isabelle Aeberli, PhD , ETH Zurich (Switzerland)"
NCT02946918,Levothyroxine Replacement With Liquid Gel Capsules vs Tablets Post-thyroidectomy,https://clinicaltrials.gov/study/NCT02946918,YES,Thyroid Cancer|Postsurgical Hypothyroidism,DRUG: Levothyroxine,ALL,"ADULT, OLDER_ADULT",PHASE4,"University of Texas Southwestern Medical Center, Dallas, Texas, 75390, United States","Principal Investigator : Alex Tessnow, MD , University of Texas Southwestern Medical Center"
NCT04528225,A Prospective Study of Hypothyroidism After Radiotherapy for Breast Cancer,https://clinicaltrials.gov/study/NCT04528225,NO,Breast Neoplasms|Hypothyroidism|Radiation Toxicity,,FEMALE,"ADULT, OLDER_ADULT",,"Cancer Hospital, Chinese Academy of Medical Sciences, Beijing, Beijing, 100021, China","Principal Investigator : Shu-lian Wang, M.D. , Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT00336102,Thyroid Dysfunction in Women With Newly Diagnosed Breast Cancer Compared to Healthy Volunteers,https://clinicaltrials.gov/study/NCT00336102,NO,Breast Cancer|Fatigue|Hypothyroidism,OTHER: physiologic testing|PROCEDURE: fatigue assessment and management|PROCEDURE: management of therapy complications,FEMALE,"ADULT, OLDER_ADULT",,"CCOP - Western Regional, Arizona, Phoenix, Arizona, 85006-2726, United States|North Colorado Medical Center, Greeley, Colorado, 80631-5199, United States|McKee Medical Center, Loveland, Colorado, 80538, United States|Cancer Centers of Central Florida, PA, Leesburg, Florida, 34788, United States|H. Lee Moffitt Cancer Center and Research Institute at University of South Florida, Tampa, Florida, 33612-9497, United States|Northeast Georgia Cancer Care, LLC - Medical Oncology, Athens, Georgia, 30607, United States|Medical College of Georgia Cancer Center, Augusta, Georgia, 30912-3500, United States|MBCCOP - Medical College of Georgia Cancer Center, Augusta, Georgia, 30912-4000, United States|Saint Anthony's Hospital at Saint Anthony's Health Center, Alton, Illinois, 62002, United States|Good Samaritan Regional Health Center, Mount Vernon, Illinois, 62864, United States|MBCCOP - LSU Health Sciences Center, New Orleans, Louisiana, 70112, United States|Feist-Weiller Cancer Center at Louisiana State University Health Sciences, Shreveport, Louisiana, 71130-3932, United States|CCOP - Beaumont, Royal Oak, Michigan, 48073-6769, United States|William Beaumont Hospital - Royal Oak Campus, Royal Oak, Michigan, 48073, United States|William Beaumont Hospital - Troy Campus, Troy, Michigan, 48085, United States|MeritCare Bemidji, Bemidji, Minnesota, 56601, United States|Southeast Cancer Center, Cape Girardeau, Missouri, 63701, United States|Saint Francis Medical Center, Cape Girardeau, Missouri, 63703, United States|David C. Pratt Cancer Center at St. John's Mercy, Saint Louis, Missouri, 63141, United States|St. John's Regional Health Center, Springfield, Missouri, 65804-2263, United States|CCOP - Cancer Research for the Ozarks, Springfield, Missouri, 65804, United States|Hulston Cancer Center at Cox Medical Center South, Springfield, Missouri, 65807, United States|CCOP - St. Louis-Cape Girardeau, St. Louis, Missouri, 63141, United States|Newark Beth Israel Medical Center, Newark, New Jersey, 07112, United States|MBCCOP - Our Lady of Mercy Comprehensive Cancer Center, Bronx, New York, 10466, United States|Our Lady of Mercy Medical Center Comprehensive Cancer Center, Bronx, New York, 10466, United States|Mission Hospitals - Memorial Campus, Asheville, North Carolina, 28801, United States|Rutherford Internal Medicine Associates, PA, Forest City, North Carolina, 28043, United States|CCOP - Southeast Cancer Control Consortium, Goldsboro, North Carolina, 27534-9479, United States|Southeastern Medical Oncology Center - Goldsboro, Goldsboro, North Carolina, 27534, United States|Moses Cone Regional Cancer Center at Wesley Long Community Hospital, Greensboro, North Carolina, 27403-1198, United States|Pardee Memorial Hospital, Hendersonville, North Carolina, 28791, United States|Iredell Memorial Hospital, Statesville, North Carolina, 28687-1828, United States|Southeastern Medical Oncology Center - Wilson, Wilson, North Carolina, 27893, United States|Forsyth Regional Cancer Center at Forsyth Medical Center, Winston-Salem, North Carolina, 27103, United States|CCOP - MeritCare Hospital, Fargo, North Dakota, 58122, United States|Roger Maris Cancer Center at MeritCare Hospital, Fargo, North Dakota, 58122, United States|AnMed Cancer Center, Anderson, South Carolina, 29621, United States|Gibbs Regional Cancer Center at Spartanburg Regional Medical Center, Spartanburg, South Carolina, 29303, United States|CCOP - Scott and White Hospital, Temple, Texas, 76508, United States|Scott and White Cancer Institute, Temple, Texas, 76508, United States","Study Chair : Nagi B. Kumar, PhD RD FADA , H. Lee Moffitt Cancer Center and Research Institute"
NCT00001159,Natural History of Thyroid Function Disorders,https://clinicaltrials.gov/study/NCT00001159,NO,Hyperthyroidism|Hypothyroidism|Grave's Disease,,ALL,"CHILD, ADULT, OLDER_ADULT",,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States","Principal Investigator : Sriram M Gubbi, M.D. , National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)"
NCT02824016,Evaluation of Hypothyroidism Incidence After Breast Cancer Supraclavicular Irradiation,https://clinicaltrials.gov/study/NCT02824016,NO,Irradiation; Adverse Effect|Irradiation Hypothyroidism,BIOLOGICAL: biological sample|RADIATION: supraclavicular irradiation,FEMALE,"ADULT, OLDER_ADULT",,"Institut Jean Godinot, Reims, 51100, France|Centre Paul Strauss, Strasbourg, 67000, France|Institut de Cancerologie de Lorraine, Vandoeuvre-les-nancy, 54519, France","Study Director : Yacine MERROUCHE, MD , Institut Jean-Godinot"
NCT06112886,Identification of Important Symptoms and Diagnostic Hypothyroidism Patients Using Machine Learning Algorithms,https://clinicaltrials.gov/study/NCT06112886,NO,Prediction Hypothyroidism Patients Using Machine Learning Algorithms|Identification of Important Symptoms of Hypothyroidism,OTHER: There was no intervention in this study,ALL,"ADULT, OLDER_ADULT",,"Faculty of Health, Kerman University of Medical Sciences, Kerman, 7616913555, Iran, Islamic Republic of",Kerman University of Medical Sciences
NCT00535561,Iron Deficiency Anemia Can be an Indication for Treatment of Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT00535561,NO,Iron Deficiency Anemia|Subclinical Hypothyroidism,"DRUG: Ferrous sulfate tablets 325 mg, po, TID|DRUG: Ferrous sulfate plus levothyroxine",ALL,"ADULT, OLDER_ADULT",PHASE1,"Duzce University School of Medicine, Duzce, 81620, Turkey","Study Director : Hakan Cinemre, Assit. Prof. , Duzce University School of Medicine"
NCT00505479,Iodine Status in Pregnant Women and Their Newborns: is Congenital Hypothyroidism Related to Iodine Deficiency in Pregnancy?,https://clinicaltrials.gov/study/NCT00505479,NO,Congenital Hypothyroidism|Pregnancy|Iodine Deficiency,,FEMALE,ADULT,,"Children's Hospital Zhejiang University School of Medicine, Hangzhou, Zhejiang, 310003, China","Study Director : zhengyan Zhao, M.D. , Children's Hospital Zhejiang University School of Medicine"
NCT05975866,"The Effects of an Anti-inflammatory Diet With or Without Curcumin Supplementation on Anthropometric Measurements, Concentrations of Thyroid Hormones, Anti-TPO, and Systemic Inflammation in Plasma and NFK-B in Peripheral Blood Mononuclear Cells in Patients With Hashimato",https://clinicaltrials.gov/study/NCT05975866,NO,Thyroid Diseases|Hypothyroidism|Hashimoto Disease,DIETARY_SUPPLEMENT: curcumin|BEHAVIORAL: Anti-inflammatory diet,ALL,"ADULT, OLDER_ADULT",,"Golbon Sohrab, Tehran, National Nutrition And Food Technology Research Institute, Iran, Islamic Republic of",National Nutrition and Food Technology Institute
NCT05581147,Thyroid Function and Structure IN Klinefelter Syndrome,https://clinicaltrials.gov/study/NCT05581147,NO,"Klinefelter Syndrome|Thyroiditis, Autoimmune|Hypothyroidism",,MALE,"CHILD, ADULT, OLDER_ADULT",,"'Sapienza' University of Rome, Roma, 00161, Italy","Principal Investigator : Andrea M Isidori, MD, PhD , andrea.isidori@uniroma1.it"
NCT05804149,Effect of Acupuncture and Low Caloric Diet on Primary Hypothyroidism and Irregular Menstruation in Infertile Women,https://clinicaltrials.gov/study/NCT05804149,NO,Primary Hypothyroidism|Acupuncture|Irregular Menstruation|PCO,DEVICE: acupuncture|DRUG: Thyroxine|DIETARY_SUPPLEMENT: low caloric diet,FEMALE,ADULT,PHASE2,"Eman Sedky, Cairo, Maadi, 002, Egypt",
NCT06268600,The Protection of Thyroid Function in IMRT for Nasopharyngeal Carcinoma,https://clinicaltrials.gov/study/NCT06268600,NO,Nasopharyngeal Carcinoma|Nasopharyngeal Cancer|Hypothyroidism,RADIATION: Modified neck target volume delineation,ALL,"ADULT, OLDER_ADULT",,"Department of Nasopharyngeal Carcinoma, Jiangxi Cancer Hospital, Nanchang, None Selected, 330029, China",Jiangxi Provincial Cancer Hospital
NCT04782856,Energy Metabolism in Thyroidectomized Patients,https://clinicaltrials.gov/study/NCT04782856,YES,Thyroid Goiter|Hypothyroidism|Thyroid Cancer,DRUG: Levothyroxine|DRUG: Liothyronine|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Virginia Commonwealth University, Richmond, Virginia, 23298, United States","Principal Investigator : Angeliki M Stamatouli, MD , Virginia Commonwealth University"
NCT01862510,Detection of Celiac Disease in Patients With Hypothyroidism,https://clinicaltrials.gov/study/NCT01862510,NO,Celiac Disease|Hypothyroidism|Celiac Sprue|Malabsorption,,ALL,"ADULT, OLDER_ADULT",,"Fletcher Allen Health Care, Burlington, Vermont, 05405, United States","Principal Investigator : Richard Zubarik, MD , University of Vermont"
NCT03977207,A Randomized Controlled Trial of Thyroid Hormone Supplementation in Hemodialysis Patients,https://clinicaltrials.gov/study/NCT03977207,NO,Thyroid; Functional Disturbance|Hypothyroidism|Hemodialysis,DRUG: Levothyroxine Sodium|DRUG: Placebos,ALL,"ADULT, OLDER_ADULT",,"University of California Irvine, Orange, California, 92868, United States",National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT03627611,Identification of Non-responders to Levothyroxine Therapy,https://clinicaltrials.gov/study/NCT03627611,NO,Hypothyroidism|Biomarkers|Endocrine System Diseases,DRUG: Levothyroxin|DRUG: Liothyronine,FEMALE,"ADULT, OLDER_ADULT",PHASE2,"Oslo University Hospital, Oslo, Norway","Principal Investigator : Erik Fink Eriksen, Professor , Department of Endocrinology, Morbid Obesity and Preventive Medicine"
NCT03898622,Supplementation of Thyroid Hormone for TSH Control in Patients With Chronic Kidney Disease Without TRR.,https://clinicaltrials.gov/study/NCT03898622,NO,Chronic Kidney Diseases|Subclinical Hypothyroidism,DRUG: Levothyroxine,ALL,"ADULT, OLDER_ADULT",PHASE3,"Kidney health clinic, Civil Hospital of Guadalajara, Guadalajara, Jalisco, 44280, Mexico","Study Director : Jonathan Chavez , Hospital Civil de Guadalajara"
NCT02307175,A Study of 99m Tc Pertechnetate Produced in High Energy Cyclotron in Patients With Thyroid Scan Indication,https://clinicaltrials.gov/study/NCT02307175,NO,Autoimmune Thyroid Disease|Congenital Hypothyroidism,,ALL,"ADULT, OLDER_ADULT",,"Centre hospitalier universitaire de Sherbrooke, Sherbrooke, Quebec, J1H 5N4, Canada",
NCT00147433,The Effect of Thyroid Hormone Levels in Pregnant Women on the Intelligence Quotient (IQ) of Their Children,https://clinicaltrials.gov/study/NCT00147433,NO,Child Development Disorders|Pregnancy|Subclinical Hypothyroidism,,FEMALE,"CHILD, ADULT, OLDER_ADULT",,"Foundation for Blood Research, Scarborough, Maine, 04021, United States","Principal Investigator : Wendy Y. Craig, Ph.D. , Foundation for Blood Research"
NCT00437931,Color Flow Doppler Ultrasound in Subclinical Thyroid Dysfunction,https://clinicaltrials.gov/study/NCT00437931,NO,Subclinical Hypothyroidism|Hyperthyroidism|Thyroid Dysfunction,,ALL,"ADULT, OLDER_ADULT",,"Haemek Medical Center, Department of Radiology, Afula, 18101, Israel","Principal Investigator : Avraham Ishay, MD , Haemek Medical Center, Endocrine Institute, Afula, Israel Study Chair : Leonid Chervinsky , Haemek Medical Center, Department of Radiology, Afula , Israel Study Chair : Rafael Luboshitzky, MD , Haemek Medical Center, Endocrine Institute, Afula, Israel"
NCT05813301,NAFLD in Patient of Hypothyroidism,https://clinicaltrials.gov/study/NCT05813301,NO,NAFLD,,ALL,"CHILD, ADULT, OLDER_ADULT",,,"Study Director : wael ahmed abbas, prof , Assiut University Study Director : walaa anwer shehata, prof , Assiut University Principal Investigator : mena sawerss fathy, residant , Assiut University"
NCT01574859,Central Hypothyroidism and Cardiovascular Risk,https://clinicaltrials.gov/study/NCT01574859,NO,Hypopituitarism,OTHER: levothyroxine,ALL,"CHILD, ADULT, OLDER_ADULT",,"Rigshospitalet, Copenhagen, 2100, Denmark","Principal Investigator : Ulla Feldt-Rasmussen, Professor , Rigshospitalet, Denmark"
NCT01335802,Relation Between Subclinical Hypothyroidism and Outcome of Pregnancy,https://clinicaltrials.gov/study/NCT01335802,NO,"Abortion, Spontaneous|Pregnancy Complications|Subclinical Hypothyroidism",GENETIC,FEMALE,ADULT,,"Naestved Hospital, Naestved, 4700, Denmark","Principal Investigator : Jan Kvetny, MD, DMSc , Department of Internal Medicine & Faculty of Health Sciences, University of Copenhagen"
NCT05782725,Subclinical Hypothyroidism and Normogonadotropic Anovulation,https://clinicaltrials.gov/study/NCT05782725,NO,Polycystic Ovary Syndrome|Hypothalamic-Pituitary-Ovarian Axis Dysfunction (Disorder),OTHER: Comparison of laboratory test results in women in the 4 study arms,FEMALE,ADULT,,"Jagiellonian University Medical College, Department of Gynecology and Obstetrics, Krakow, 31-501, Poland","Study Chair : Robert Jach, Prof. , Jagiellonian University"
NCT01831869,Effect of L-Thyroxine on Lipid Profiles and Atherosclerosis in Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT01831869,NO,Hypothyroidism|Thyroid Diseases|Endocrine System Diseases,DRUG: L-thyroxine,ALL,ADULT,PHASE4,"Shandong Provincial Hospital, Jinan, Shandong, 250021, China","Study Chair : Jiajun Zhao , Shandong Provincial Hospital"
NCT01848171,Effects of L-thyroxine Replacement on Serum Lipid and Atherosclerosis in Hypothyroidism,https://clinicaltrials.gov/study/NCT01848171,NO,Hypothyroidism|Thyroid Diseases|Endocrine System Diseases,DRUG: L-thyroxine,ALL,"ADULT, OLDER_ADULT",PHASE4,"Shandong Provincial Hospital, Jinan, Shandong, 250021, China","Study Chair : Zhao jiajun , Shandong Province Hospital"
NCT02316743,Effects of Levothyroxine Supplementation in Patients With Systolic Heart Failure and Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT02316743,NO,Systolic Heart Failure|Sub-clinical Hypothyroidism,DRUG: Levothyroxine supplementation,ALL,"ADULT, OLDER_ADULT",PHASE4,"Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, Quebec, J1H 5N4, Canada","Study Director : Michel Nguyen, MD , Centre de recherche du Centre hospitalier universitaire de Sherbrooke"
NCT05708456,The Effect of Mobile Application on Hypothyroid Patients,https://clinicaltrials.gov/study/NCT05708456,NO,Hypothyroidism|Symptom Management|Symptoms and Signs|Mobile Application|Digital Health,OTHER: Mobile application with symptom management,ALL,"ADULT, OLDER_ADULT",,"Seyma Trabzon, Sakarya, 54100, Turkey",
NCT03614988,Evaluation of Evening Versus Morning Levothyroxine Intake in Elderly,https://clinicaltrials.gov/study/NCT03614988,NO,Aging|Primary Hypothyroidism|Interaction Drug Food,OTHER: Evening Levothyroxine Administration|OTHER: Morning Levothyroxine Administration,ALL,"ADULT, OLDER_ADULT",,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Rio Grande Do Sul, 90035-903, Brazil","Principal Investigator : Renato Gorga Bandeira de Mello , Professor of the Post Graduate Program in Endocrinology at the Hospital de Clinicas de Porto Alegre"
NCT00497575,Diagnosis and Follow-up of Patients With Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT00497575,NO,Congenital Hypothyroidism|L-Thyroxine|Follow-Up,,ALL,CHILD,,,"Study Director : zhengyan Zhao, doctor , Pediatric Society of the Chinese Medical Association"
