NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations,Principal_Investigators
NCT05399368,An Efficacy and Safety Study of RPT193 in Adults With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05399368,NO,Atopic Dermatitis,DRUG: RPT193|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Cahaba Dermatology and Skin Health Center, Birmingham, Alabama, 35244, United States|Perseverance Research Center, Scottsdale, Arizona, 85254, United States|Arkansas Research Trials, LLC, North Little Rock, Arkansas, 72117, United States|California Dermatology & Clinical Research Institute, Encinitas, California, 92024, United States|First OC Dermatology, Fountain Valley, California, 92708, United States|Grimes Center, Los Angeles, California, 90036, United States|Dermatology Research Associates, Los Angeles, California, 90045, United States|Wallace Medical Group, Los Angeles, California, 90056, United States|Velocity Clinical Research, North Hollywood, California, 91606, United States|Integrative Skin Science and Research, Sacramento, California, 95815, United States|Clinical Science Institute, Santa Monica, California, 90404, United States|Clinical Trials Research Institute, Thousand Oaks, California, 91320, United States|Foxhall Research Center, Washington, District of Columbia, 20016, United States|Driven Research LLC, Coral Gables, Florida, 33134, United States|Florida Academic Centers Research and Education, LLC, Coral Gables, Florida, 33134, United States|Palm Beach Dermatology Group, Delray Beach, Florida, 33484, United States|GSI Clinical Research, Margate, Florida, 33063, United States|Lenus Research & Medical Group, LLC, Sweetwater, Florida, 33172, United States|Forcare Clinical Research, Tampa, Florida, 33613, United States|Skin Care Physicians of Georgia, Macon, Georgia, 31217, United States|Marietta Dermatology Clinical Research, Inc., Marietta, Georgia, 30060, United States|Georgia Skin & Cancer Clinic, Savannah, Georgia, 31419, United States|University Dermatology and Vein Clinic, Darien, Illinois, 60561, United States|Indiana Clinical and Translational Sciences Institute (CTSI) Clinical Research Center, Indianapolis, Indiana, 46202, United States|Dawes Fretzin Clinical Research Group, LLC, Indianapolis, Indiana, 46250, United States|The Indiana Clinical Trials Center PC, Plainfield, Indiana, 46168, United States|Skin Sciences PLLC, Louisville, Kentucky, 40217', United States|DelRicht Research, Baton Rouge, Louisiana, 70809, United States|Schweiger Dermatology Group, PC Research Division, Columbia, Maryland, 21044, United States|MetroBoston Clinical Partners, Brighton, Massachusetts, 02135, United States|Beacon Clinical Research, LLC, Quincy, Massachusetts, 02169, United States|Fivenson Dermatology, Ann Arbor, Michigan, 48103, United States|St. Joseph Dermatology and Vein Clinic, Saint Joseph, Michigan, 49085, United States|Grekin Skin Institute, Warren, Michigan, 48088, United States|Medisearch Clinical Trials, Saint Joseph, Missouri, 64506, United States|Advanced Dermatology of the Midlands, Omaha, Nebraska, 68144, United States|Skin Specialists PC (Schlessinger MD), Omaha, Nebraska, 68144, United States|Schweiger Dermatology Group, Verona, New Jersey, 07044, United States|Forest Hills Dermatology Group, Kew Gardens, New York, 11415, United States|JUVA Skin & Laser Center, New York, New York, 10022, United States|Ichan School of Medicine at Mount Sinai, New York, New York, 10029, United States|Markowitz Medical, PLLC, New York, New York, 10128, United States|Optima Research - Boardman, Boardman, Ohio, 44512, United States|Apex Clinical Research Center, Mayfield Heights, Ohio, 44124, United States|Health Concepts, Rapid City, South Dakota, 57702, United States|Arlington Research Center Inc., Arlington, Texas, 76011, United States|DermResearch, Austin, Texas, 78759, United States|Studies in Dermatology, LLC, Cypress, Texas, 77433, United States|Dermatology Treatment and Research Center, Dallas, Texas, 75230, United States|Clinical Trial Network, Houston, Texas, 77074, United States|Progressive Clinical Research, San Antonio, Texas, 78213, United States|Acclaim Dermatology, Sugar Land, Texas, 77479, United States|Complete Dermatology, Sugar Land, Texas, 77479, United States|Jordan Valley Dermatology Center, South Jordan, Utah, 84095, United States|West End Dermatology Associates, Richmond, Virginia, 23233, United States|Premier Clinical Research, Spokane, Washington, 99202, United States|SimcoDerm Medical and Surgical Dermatology Center, Barrie, Ontario, L4M7G1, Canada|LEADER Research, Hamilton, Ontario, L8L 3C3, Canada|Red Maple Trials Inc., Ottawa, Ontario, K1H 1E4, Canada","RAPT Therapeutics, Inc."
NCT06116526,Dupilumab De-escalation in Pediatric Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06116526,NO,Atopic Dermatitis,DRUG: Dupilumab - Discontinuation|DRUG: Dupilumab - Dose Reduction|DRUG: Dupilumab - Standard Dose,ALL,CHILD,PHASE4,"Johns Hopkins Univerisity, Baltimore, Maryland, 21210, United States","Principal Investigator : Joy Wan, MD MSCE , Johns Hopkins University"
NCT06492902,Adding Auricular Acupuncture to Xiao-Feng-San Decoction for Treating Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06492902,NO,Atopic Dermatitis,OTHER: Auricular acupuncture|OTHER: Sham auricular acupuncture,ALL,"ADULT, OLDER_ADULT",,"University of Medical Center HCMC - Branch no.3, Ho Chi Minh City, 700000, Vietnam|Traditional Medicine Hospital of Ho Chi Minh City, Ho Chi Minh City, 70000, Vietnam","Principal Investigator : Nga Th Tran, MD,MSc , University of Medicine and Pharmacy at Ho Chi Minh City"
NCT05844618,Short-Term Efficacy of Triamcinolone Acetonide (Aristocort® C) in Subjects With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05844618,NO,Atopic Dermatitis,DRUG: Triamcinolone Acetonide (Aristocort® C)|DRUG: Vehicle,ALL,"ADULT, OLDER_ADULT",PHASE4,"Innovaderm Research Inc., Montréal, Quebec, H2X 2V1, Canada","Principal Investigator : Robert Bissonnette, MD , Innovaderm Research Inc."
NCT05090982,Creation of a Shared Medical Decision-making Tool for Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05090982,NO,Atopic Dermatitis,OTHER: Audio recordings during the consultations|OTHER: Audio recordings during the consultations and test of the shared medical decision-making tool for modification|OTHER: Audio recordings during the consultations and test of the shared medical decision-making tool for validation,ALL,"ADULT, OLDER_ADULT",,"Hospital Henri Mondor, Créteil, 64010, France","Study Director : Pierre-André Natella, PhD , Assistance Publique - Hôpitaux Paris"
NCT06238817,"A Study to Evaluate the Efficacy, and Safety Study of Ruxolitinib Cream in Adults With Moderate Atopic Dermatitis",https://clinicaltrials.gov/study/NCT06238817,NO,Atopic Dermatitis,DRUG: Ruxolitinib Cream|DRUG: Vehicle Cream,ALL,"ADULT, OLDER_ADULT",PHASE3,"Lynn Institute of the Ozarks, Little Rock, Arkansas, 72204, United States|First Oc Dermatology, Fountain Valley, California, 92708, United States|Center For Dermatology Cosmetic and Laser Surgery, Fremont, California, 94538, United States|Medderm Associates, Inc, San Diego, California, 92103, United States|Encore Medical Research, Llc Hollywood, Hollywood, Florida, 33021, United States|Entrust Clinical Research, Miami, Florida, 33176, United States|Lane Dermatology and Dermatologic Surgery, Columbus, Georgia, 31904, United States|Marietta Dermatology the Skin Cancer Center Marietta, Marietta, Georgia, 30060-1047, United States|Arlington Dermatology, Rolling Meadows, Illinois, 60008, United States|Northshore University Healthsystem, Skokie, Illinois, 60077, United States|Oakland Hills Dermatology Pc, Auburn Hills, Michigan, 48326, United States|Revival Research Institute, Llc Troy, Troy, Michigan, 48084, United States|Ohio State University-Wexner Medical Center, Gahanna, Ohio, 43230, United States|Dermdox Center For Dermatology, Sugarloaf, Pennsylvania, 18249, United States|Medical University of South Carolina, Charleston, South Carolina, 29425, United States|International Clinical Research Tennessee Llc, Murfreesboro, Tennessee, 37130, United States|Texas Dermatology Research Center, Plano, Texas, 75025, United States|Rainey and Finklea Dermatology, San Antonio, Texas, 78212, United States|Center For Clinical Studies Webster, Webster, Texas, 77598, United States|North Sound Dermatology, Mill Creek, Washington, 98012, United States|Premier Specialists Pty Ltd, Kogarah, New South Wales, 02217, Australia|Australian Clinical Research Network, Maroubra, New South Wales, 02035, Australia|Veracity Clinical Research, Woolloongabba, Queensland, 04102, Australia|Clinical Trials Sa, Campbelltown, South Australia, 05074, Australia|Skin Health Institute Inc., Carlton, Victoria, 03053, Australia|Paratus Clinical Research, Woden, Phillip, 02606, Australia|Cliniques Universitaires Ucl Saint-Luc, Brussels, 01200, Belgium|Ulb Hospital Erasme, Bruxelles, 01070, Belgium|Universitair Ziekenhuis Antwerpen (Uza), Edegem, 02650, Belgium|Universitair Ziekenhuis Gent, Gent, 09000, Belgium|Dermatologie Handelskaai, Kortrijk, 08500, Belgium|Grand Hopital de Charleroi, Loverval, 06280, Belgium|Mhat Dr. Tota Venkova Ad, Gabrovo, 05300, Bulgaria|Dcc 'Sveti Georgi' Eood, Haskovo, 06300, Bulgaria|Medical Center Medconsult Pleven Ood, Pleven, 05800, Bulgaria|Ambulatory For Specialized Medical Help - Skin and Venereal Diseases, Sofia, 01407, Bulgaria|Dcc 'Alexandrovska', Eood, Sofia, 01431, Bulgaria|Medical Center Hera Eood, Sofia, 01510, Bulgaria|Dcc Xxviii, Sofia, 01592, Bulgaria|Medical Center Assoc. Prof. Vasilev, Sofia, 01618, Bulgaria|Dermatology Research Institute Inc., Calgary, Alberta, T2J 7E1, Canada|Dr. Chih-Ho Hong Medical Inc., Surrey, British Columbia, V3R 6A7, Canada|Wiseman Dermatology Research Inc, Winnipeg, Manitoba, R3M 3Z4, Canada|Brunswick Dermatology Center, Fredericton, New Brunswick, E3B 1G9, Canada|Skincare Studio Dermatology Centre, St. John's, Newfoundland and Labrador, A1E 1V4, Canada|Lynderm Research Inc, Markham, Ontario, L3P 1X3, Canada|Skin Centre For Dermatology, Peterborough, Ontario, K9J 5K2, Canada|Centre de Recherche Dermatologique Du Quebec Metropolitain, Quebec, G1V 4X7, Canada|Centre Hospitalier Du Mans, Le Mans Cedex, 72037, France|Ghicl - Hôpital Saint-Vincent de Paul, Lille Cedex, 59020, France|Chru de Lille Hopital Claude Huriez, Lille Cedex, 59037, France|Centre Hospitalier Universitaire de Nantes (Chu de Nantes) - Hotel-Dieu, Nantes, 44093, France|Hospices Civils de Lyon Centre Hospitalier Lyon Sud, Pierre Bénite Cedex, 69495, France|Chu de Rouen - Hospital Charles Nicolle, Rouen, 76000, France|University Hospital of Saint Etienne, Saint Etienne Cedex 2, 42055, France|Universitaetsklinikum Augsburg Sued, Augsburg, 86179, Germany|Fachklinik Bad Bentheim Dermatologie, Bad Bentheim, 48455, Germany|Praxis Fuer Haut- Und Geschlechtskrankheiten Dr. Med. Thomas Wildfeuer Und Partner, Berlin, 13055, Germany|Universitaetsklinikum Heidelberg, Heidelberg, 69120, Germany|Universitatsklinikum Munster, Muenster, 48149, Germany|Dermatologie Potsdam Mvz Gmbh, Potsdam, 14467, Germany|Clinexpert Kft., Budapest, 01033, Hungary|Obudai Egeszsegugyi Centrum Kft., Budapest, 01036, Hungary|Semmelweis Egyetem, Budapest, 01085, Hungary|Debreceni Egyetem Klinikai Kozpon Belgyogy Klinika, Debrecen, 04032, Hungary|Szegedi Tudomanyegyetem Szent-Gyorgyi Albert Klinikai Kozpont, Szeged, 06720, Hungary|Azienda Ospedaliero Universitaria Consorziale Policlinico Di Bari, Bari, 70124, Italy|Fondazione Irccs Ca' Granda Ospedale Maggiore Policlinico, Milano, 20122, Italy|Azienda Ospedaliera Universitaria Federico Ii., Naples, 80131, Italy|Azienda Ospedaliera Universitaria University Degli Studi Della Campania Luigi Vanvitelli, Napoli, 80131, Italy|Fondazione Policlinico Universitario Agostino Gemelli Irccs, Rome, 00168, Italy|Irccs Istituto Clinico Humanitas, Rozzano, 20089, Italy|Soon Chun Hyang University Hospital (Schuh) Bucheon, Bucheon, 420-767, Korea, Republic of|Konkuk University Medical Center, Seoul, 05030, Korea, Republic of|Bravis Ziekenhuis, Bergen Op Zoom, 4624 VT, Netherlands|Amphia Ziekenhuis, Molengracht, Breda, 4818 CK, Netherlands|Universitair Medisch Centrum Groningen, Groningen, 9713GZ, Netherlands|Centrum Badan Klinicznych Pi-House Sp. Z O.O., Gdansk, 80-546, Poland|Centrum Medyczne Pratia Katowice I, Katowice, 40-081, Poland|Centrum Medyczne Pratia Krakow, Krakow, 30-002, Poland|Centrum Medyczne All-Med, Krakow, 30-033, Poland|Santa Familia Centrum Badan, Profilaktyki I Leczenia, Lodz, 90-302, Poland|Etg Lublin, Lublin, 20-412, Poland|Dermedic Dr. Zdybski, Ostrowiec, 27-400, Poland|Solumed Centrum Medyczne, Poznan, 60-529, Poland|Twoja Przychodnia - Szczecinskie Centrum Medyczne, Szczecin, 71-434, Poland|Centrum Medyczne Evimed, Warszawa, 02-625, Poland|Klinika Ambroziak, Warszawa, 02-953, Poland|Dermmedica Sp. Z O.O., Wrocław, 51-503, Poland|Ceim Hospital Universitari Germans Trias I Pujol, Badalona, 08916, Spain|Hospital de La Santa Creu I Sant Pau, Barcelona, 08041, Spain|Hospital Infanta Leonor, Madrid, 28031, Spain|Hospital Universitario de La Paz, Madrid, 28046, Spain|Hospital de Manises, Manises, 46940, Spain|Hospital Marina Baixa, Villajoyosa, 03570, Spain|Universitatsspital Basel, Basel, CH-4055, Switzerland|Inselspital Universitatsklinik Fur Medizinische Onkologie, Bern, 03010, Switzerland|Dermatology & Skin Care Clinic, Buochs, 06374, Switzerland|Universitatsspital Zurich, Zuerich, 08091, Switzerland|Bristol Royal Infirmary, Bristol, BS2 8ED, United Kingdom|West Middlesex University Hospital, Isleworth, TW7 6AF, United Kingdom|Guys Hospital, London, SE1 9RT, United Kingdom|Northampton General Hospital, Northampton, NN1 5BD, United Kingdom|University Hospital Plymouth, Plymouth, PL6 8DH, United Kingdom|Walsall Manor Hospital, Walsall, WS2 9PS, United Kingdom","Study Director : Incyte Medical Monitor , Incyte Corporation"
NCT05439941,A Long-Term Extension Trial in Participants With Atopic Dermatitis Who Participated in Previous EDP1815 Trials,https://clinicaltrials.gov/study/NCT05439941,YES,Atopic Dermatitis,DRUG: EDP1815,ALL,"ADULT, OLDER_ADULT",PHASE2,"USA-131, Birmingham, Alabama, 35244, United States|USA 112, Fountain Valley, California, 92708, United States|USA 123, Fremont, California, 94538, United States|USA -101, Fort Lauderdale, Florida, 33308, United States|USA-124, Jacksonville, Florida, 32216, United States|USA-108, Miami, Florida, 33165, United States|USA-120, Miami, Florida, 33175, United States|USA-105, Miramar, Florida, 33027, United States|USA-102, Orlando, Florida, 32801, United States|USA-115, Sweetwater, Florida, 33172, United States|USA-106, Tampa, Florida, 33613, United States|USA-126, Tampa, Florida, 33613, United States|USA-111, Clarksville, Indiana, 47129, United States|USA-116, Louisville, Kentucky, 40241, United States|USA-119, Baton Rouge, Louisiana, 70806, United States|USA-109, Metairie, Louisiana, 70006, United States|USA-125, Silver Spring, Maryland, 20902, United States|USA-121, Columbus, Ohio, 43221, United States|USA-128, Concord, Ohio, 44077, United States|USA-104, Portland, Oregon, 97239, United States|USA-127, Memphis, Tennessee, 38119, United States|USA-117, Frisco, Texas, 75034, United States|USA-110, Pflugerville, Texas, 78660, United States|USA-113, Bellevue, Washington, 98004, United States|AUS-102, Carlton, Australia|AUS-104, Kogarah, Australia|AUS-101, Melbourne, Australia|AUS-106, Woolloongabba, Australia|BGR-105, Pleven, Bulgaria|BGR-104, Sevlievo, Bulgaria|BGR-101, Sofia, Bulgaria|BGR-103, Sofia, Bulgaria|CAN-109, Barrie, Canada|CAN-108, Edmonton, Canada|CAN-105, Markham, Canada|CAN-104, Mississauga, Canada|CAN-101, Ottawa, Canada|CAN-107, Richmond Hill, Canada|CAN-103, Surrey, Canada|CAN-106, Waterloo, Canada|CAN-111, Winnipeg, Canada|DEU-105, Berlin, Germany|DEU-106, Erlangen, Germany|DEU-102, Frankfurt am Main, Germany|DEU-104, Gera, Germany|DEU-101, Hamburg, Germany|DEU-103, Heidelberg, Germany|POL-104, Gdańsk, Poland|POL-106, Gdynia, Poland|POL-107, Katowice, Poland|POL-101, Lublin, Poland|POL-102, Warszawa, Poland|POL-103, Wrocław, Poland|POL-105, Łódź, Poland",
NCT04826744,Frequency of Palpebral Involvement in Adult With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04826744,NO,Atopic Dermatitis,OTHER: Standard dermatology consultation,ALL,"ADULT, OLDER_ADULT",,"Hop Claude Huriez Chu Lille, Lille, 59037, France|Hopital Charles Nicolle Chu Rouen, Rouen, France","Principal Investigator : Delphine Staumont-Salle, MD,PhD , University Hospital, Lille"
NCT04218877,The Factors Affecting Atopic Dermatitis in Children Age 1-3,https://clinicaltrials.gov/study/NCT04218877,NO,Atopic Dermatitis,OTHER,ALL,CHILD,,"Amedclinic, Moscow, 129626, Russian Federation",Akusherstvo Pro
NCT06444165,Lebrikizumab Pen Ease of Use in Participants With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06444165,NO,Atopic Dermatitis,DRUG: Lebrikizumab Pen,ALL,"ADULT, OLDER_ADULT",PHASE3,"Concentrics Research, Indianapolis, Indiana, 46240, United States","Study Director : Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 : Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST) , Eli Lilly and Company"
NCT04435392,Jaktinib Hydrochloride Cream For Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04435392,NO,Atopic Dermatitis,DRUG: Jaktinib Hydrochloride Cream|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,"The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410008, China","Principal Investigator : Qianjin Lu, PhD , Central South University"
NCT05437887,Effects of Fucoidan on the Gut Microbiota in the Patients of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05437887,NO,Atopic Dermatitis,DIETARY_SUPPLEMENT: Fucoidan,ALL,"CHILD, ADULT",,"Chang Gung Memorial Hospital, Taoyuan, Taiwan","Study Director : Sien-hung Yang, Ph.D. , Chang Gung Memorial Hospital"
NCT06024499,Phase 2 Trial of HY209gel in Atopic Dermatitis Patients,https://clinicaltrials.gov/study/NCT06024499,NO,Atopic Dermatitis|Atopic Dermatitis Eczema|Atopic Dermatitis of Scalp,DRUG: HY209GEL Active|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Cahaba Dermatology Skin Health Center, Birmingham, Alabama, 35244, United States|RAOOF MD Dermatology, Encino, California, 16133, United States|Continental Clinical Solutions, LLC, Towson, Maryland, 21204, United States|Sadick Dermatology, New York, New York, 10075, United States",
NCT05509023,Evaluating Safety and Efficacy of ADX-914 in Patients With Moderate to Severe Atopic Dermatitis (SIGNAL-AD),https://clinicaltrials.gov/study/NCT05509023,NO,Atopic Dermatitis,DRUG: ADX-914|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Cahaba Dermatology Skin Health Center, Birmingham, Alabama, 35244, United States|First OC Dermatology, Fountain Valley, California, 92708, United States|California Allergy and Asthma Medical Group- Los Angeles, Los Angeles, California, 90025, United States|Integrative Skin Science and Research, Sacramento, California, 95815, United States|Dermatology Institute and Skin Care Center, Santa Monica, California, 90404, United States|Torrance Clinical Research Institute Inc., Torrance, California, 90505, United States|Integrated Research of Inland, Inc., Upland, California, 91786, United States|RM Medical Research Inc., Homestead, Florida, 33175, United States|Medical Research Center of Miami, Miami, Florida, 33134, United States|Well Pharma Medical Research Corporation, Miami, Florida, 33173, United States|Clinical Neurosciences Solutions Inc., Orlando, Florida, 32801, United States|GCP Research, Saint Petersburg, Florida, 33705, United States|Avita Clinical Trials, Tampa, Florida, 33613, United States|Alliance Clinical Research (Tampa), Tampa, Florida, 33615, United States|TruDerm, Wellington, Florida, 33449, United States|Metabolic Research Institute Inc, West Palm Beach, Florida, 33401, United States|Advanced Medical Research, PC, Sandy Springs, Georgia, 30328, United States|Treasure Valley Medical Research, Boise, Idaho, 83706, United States|Sneeze wheeze and Itch Associates LLC, Normal, Illinois, 61761, United States|Southern Indiana Clinical Trials, New Albany, Indiana, 47150, United States|The Indiana Clinical Trials Center, PC, Plainfield, Indiana, 46168, United States|Randall Dermatology, West Lafayette, Indiana, 47906, United States|Visage Clinical Research, Largo, Maryland, 20774, United States|DermAssociates, PC., Rockville, Maryland, 20850, United States|Contemporary Dermatology, Marstons Mills, Massachusetts, 02648, United States|Great Lakes Research Group, Bay City, Michigan, 48706, United States|Revival Research Corporation- Clinedge, Troy, Michigan, 48084, United States|Grekin Skin Institute, Warren, Michigan, 48088, United States|Schweiger Dermatology Group, Hackensack, New Jersey, 07601, United States|Optima Research, Boardman, Ohio, 44512, United States|Apex Clinical Research Center, Painesville, Ohio, 33612, United States|Central Sooner Research, Oklahoma City, Oklahoma, 73170, United States|Clinical Partners, LLC, Johnston, Rhode Island, 02919, United States|North Texas Center for Clinical Research, Frisco, Texas, 75034, United States|Clinical Trial Network, Houston, Texas, 77074, United States|Progressive Clinical Research, San Antonio, Texas, 78213, United States|JBR Clinical Research, Salt Lake City, Utah, 84107, United States|Advanced Research Institute- South Ogden, South Ogden, Utah, 84405, United States|Dermatology of Seattle & Bellevue, Seattle, Washington, 98004, United States|Dermatology Specialists of Spokane, Spokane, Washington, 99202, United States",Q32 Bio Inc.
